id,player_id,competition_id,season,team_id,games_played,goals,assists,yellow_cards,red_cards,clean_sheets,sum_ratings,avg_rating,created_at,updated_at
aa5c459a-2c1c-46a8-9d25-0fcc92fdc42e,e7dd9c19-699b-4ff4-8e62-304fcb416195,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,77d699bb-b99d-4204-b605-2fe9b4d62196,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
bbdf3c29-9765-4705-92b2-95cd277ce9b7,6562819f-5202-4725-a4aa-6a9cb92bb2e3,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,d1214869-a00f-4636-928e-afe7dd170a76,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
ba86600e-336c-425a-a4cb-146e4f078ede,83ca8181-d855-4fa7-b548-4aa74f52bb1f,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
7280c0ea-b30f-425a-9eff-53d900558650,fedc0052-2a10-4f37-ba84-c5eb59356123,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
399e8efe-8986-4b44-8ef3-f8838fc5b88e,cf6bbc1c-c423-4017-885b-b90c95cdc6f1,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
093b7846-7977-4da1-a047-9b0fc30f86c6,4b7a3f2b-ff08-4ac8-8929-99cef6943c1c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,0035bd89-7792-4b23-bcb5-1fa96ce04999,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
655cb32f-1f90-460d-8873-f40675b29dc3,48504fce-72df-4e7a-9163-88064c692748,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
61dafc4c-5ece-45df-a8ba-f2f1fdd7005c,1c3c4e41-51d2-4839-817f-35c36b4e869c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
4cb7e5c2-8cf5-4ae3-9efe-a8de13001ccd,d2621b67-7295-44e3-9a4f-48dd2c02661b,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,47bddd3b-af10-40b5-ae88-3ae340f13758,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
c8f7290d-b072-41e6-9e8e-9b996a0e6191,659a0207-3160-4cd4-9349-dc4d5df5a2c5,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,12186b51-785f-48e2-bf98-5297049f5151,2,2,0,0,0,0,12.00,6.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
7eaf7217-dfbb-44f3-a397-400df865ce6e,0c74b16d-9c30-4c26-9ec6-08d67e46d7b6,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
52d57796-1667-4ce3-a233-61dad11d3a59,a38f8f2b-fc5c-42c9-a91c-8a2dc02c0269,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,12186b51-785f-48e2-bf98-5297049f5151,2,1,0,0,0,0,12.00,6.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
a5b6d12b-5ae8-48eb-a71f-46533d561bb3,4a08fe2f-65a9-4019-8cae-8f56d7592a2c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
eafc0347-1a4d-46ed-a003-a22d66b10c5a,c937a443-921d-4a6b-b082-6377cf1fb2e4,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
2334489b-c8df-42a5-93b2-caa6a328fced,91b710c5-51cf-4ff6-ae75-f86f3ca1f826,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
df93c6fe-ad70-4e28-b523-0a8748925b70,7c123803-c3e9-48a5-b14c-7acf3dad4ed4,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,47bddd3b-af10-40b5-ae88-3ae340f13758,4,4,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
42f67c16-471c-441b-9002-02daffd00edb,cb1bee26-6de7-4af4-a580-a6c250cf4080,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
827d75b7-f286-466b-a8a1-1a4f802b6446,d52bc8fb-80b4-4f4a-9a13-04d90e8cb01b,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
aed30932-549b-4e46-a57a-19a042c078b3,49ad4509-3838-4e6e-8deb-8c36b535f50e,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,77d699bb-b99d-4204-b605-2fe9b4d62196,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
9fc9c2cf-aec3-4ca0-8c5f-e2c88270b7eb,0deb4e16-3389-4ba1-94ad-50bdbd024cd4,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,4,4,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
b7c95e2f-8c3b-4761-b7d5-19ca8fd39f02,2095edf3-7f8f-490b-8d72-4d5621b8b95e,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,77d699bb-b99d-4204-b605-2fe9b4d62196,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
c67df47f-5a80-4a76-b548-cad0ebd1d616,6ff5995a-b56c-45fe-8580-f1f588212678,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,0035bd89-7792-4b23-bcb5-1fa96ce04999,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
5ea1fb6e-9f51-4313-b44a-823b85cea19b,99175ae2-11f6-479f-a49c-b82065d591ca,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,4,4,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
e4948386-85bb-4b87-a409-76fbbe4cc750,51a838b3-80c4-48e1-86f1-62317bf1800e,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,d1214869-a00f-4636-928e-afe7dd170a76,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
0823289a-5c59-42ca-b26d-0c52498522de,f9fc3d5f-5254-4161-8f29-b0ae874a4330,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,12186b51-785f-48e2-bf98-5297049f5151,2,1,0,0,0,0,12.00,6.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
20a949c2-a907-48c7-a6f1-ba4b3509cee9,55a7dcc8-894a-40ee-919e-14a3817db4b3,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,d1214869-a00f-4636-928e-afe7dd170a76,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
9ffeb1ad-d500-44a9-96d6-8242688def38,e90b94f5-42b7-4516-ba26-a98d9d679162,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,bb59e55f-4963-4b32-bf38-ca3373b50e18,1,1,0,0,0,0,6.70,6.70,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
7b8bc57e-eaf1-40ba-8395-4738cee2afe7,ca872b86-bd35-4d49-a2a5-fa81cc1f224f,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,bb59e55f-4963-4b32-bf38-ca3373b50e18,2,2,0,0,0,0,6.70,3.35,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
f0bf81c8-2b15-4b5f-837c-02c9da9bfb6a,138809af-25b7-492f-892b-397a62d25b31,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
85ea6dd9-af86-4700-969c-713dcb86ecee,97aa4608-1d90-473a-b6dd-1651cbaf0c42,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,0035bd89-7792-4b23-bcb5-1fa96ce04999,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
8caa296e-7cd8-4a2e-b576-3517b0399461,cc6fcd2d-b603-44b4-92c0-9412bd8e73c5,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,fae5418f-5618-4583-a774-fe4643550fd2,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
f03fcd2f-7ad3-4f4e-b5c4-d591b71f7931,0fba4f65-a265-4248-9f63-c1d23a0547be,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,e1fc94b5-ade4-4e17-81e2-49026b5a2a38,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
86ce2650-676c-47ae-8d15-d234e62eeb88,794ac59e-7faa-469d-9f0e-63c4d43903a7,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
8d524ad4-36f4-4406-9e92-360f50de839a,b36abbc8-5e80-4ce6-9cc4-c45af3abfb3b,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,bb59e55f-4963-4b32-bf38-ca3373b50e18,2,2,0,0,0,0,6.00,3.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
1a8f7bb6-2769-4063-b50d-eae4d6039ca8,48ced07f-465e-41ef-bac6-5a83c0783210,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,47bddd3b-af10-40b5-ae88-3ae340f13758,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
211d425f-7760-4503-98b8-718816f6efab,41abfd9f-e90f-47c1-bf09-e65a2a7c6dcc,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,e1fc94b5-ade4-4e17-81e2-49026b5a2a38,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
fe792d6c-adde-4e24-86c6-2c3f46726bc5,eb7538d2-0820-485c-b3da-b1613f56d2dd,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,4,4,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
1c4787d2-9dd8-4e8e-bebf-677a64adfa55,6bdcfc87-e7e4-4954-957e-f3dd296bab61,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,11204548-ef56-41bb-8525-c39645e56c14,2,2,0,0,0,0,6.00,3.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
1020c3be-3338-4713-be91-04da490de7d3,5d96b8ff-ead2-4117-b6cc-be7643e4484f,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,77d699bb-b99d-4204-b605-2fe9b4d62196,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
78869b58-ad28-4a0b-a64b-5fbab6486c4f,c567a211-cbba-4106-9ab9-128a8d821308,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
060582b4-7f1f-4a80-be11-ce0e776f2b47,91d2fd8e-e199-4c69-bec3-f7c9d5f9f2e1,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
df45498c-7b16-421c-9efc-194e5b12b79d,1a19dc56-36cb-49ef-8cf5-74f765cea219,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
52b99e1d-f042-4f01-a2cc-5c208a62ac69,960820a4-78aa-4547-b646-1d816b1b4996,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,e0e4ca78-504f-497c-8096-ff4d4e9ee041,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
6c10d442-1bef-46c6-84ca-f33f355a1bcf,3e640e99-582b-4621-a9b5-4ffc69265b69,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
4e52a7e2-426f-4c65-8990-0bd712090f2b,c599abeb-644a-4137-8579-5014411bcf1a,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,77d699bb-b99d-4204-b605-2fe9b4d62196,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
00066872-7828-4535-90bd-c86bf3ca62d1,613faf23-bc6c-454f-914c-b06fe6dca67e,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,47bddd3b-af10-40b5-ae88-3ae340f13758,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
3d95e2ca-9abd-4e23-8a1a-7a3f9a3714d9,91caddd6-6d7d-48de-8938-302205957c0c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
fe6491b0-13aa-4f09-926d-db5ee6515747,6197d303-0537-4b61-8343-275145e8eda8,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
c7f9fbfc-8358-440d-9dc5-f9bb12f66255,b7ec38f7-a1fb-49f1-b72c-beda7fe8ad95,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
918a4e19-f728-403c-9ae6-0c5f4b3b9f3a,a60b31c7-16c1-42c6-8e05-007081f4ec01,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
fc0b8d71-15cd-45fa-b8a7-1262deaca164,d0acb9fc-907e-4ebe-8e0f-53539e8e9913,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,bb59e55f-4963-4b32-bf38-ca3373b50e18,1,1,0,0,0,0,6.00,6.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
f7e735bd-4b2b-4ee5-8c1a-ea1ad460da91,a6bb03f7-9409-48d5-a26a-0064d4c3897e,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,e0e4ca78-504f-497c-8096-ff4d4e9ee041,5,5,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
9de98d52-9a34-4bed-a1a5-e1e9052c7575,86523b4f-9124-481d-8e0f-4ceb5d0fedc9,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,5e6795fa-b8fb-45ea-a395-cb5b37d41b63,3,3,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
06d39f62-d610-43d0-a144-69a660cb8f74,0a1dee96-b29c-424a-84db-31fad854c667,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,5e6795fa-b8fb-45ea-a395-cb5b37d41b63,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
473012c2-47c6-4289-8402-cd0e1b9a9cd5,c7b34cfa-88c5-43d9-9f24-05b291fb0af1,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
acc2a905-07a8-4cd8-8920-f0c17c431d0e,f31f0022-5cb2-4c7f-a4d2-1101c74934d9,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,12186b51-785f-48e2-bf98-5297049f5151,3,3,0,0,0,0,12.00,4.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
9adcc7d6-f11a-4fda-a7fb-dc74dfd1bfd3,95272c4c-dd7b-4cf6-ad4f-3d969dbb8659,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,bb59e55f-4963-4b32-bf38-ca3373b50e18,3,3,0,0,0,0,6.00,2.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
23a29383-472e-4d38-a5d0-057767445304,911cfb9b-2acc-4fdd-810e-1bd76db406bd,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,c76f139d-344d-4254-9516-933e540cbb2c,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
40aff808-1774-46fd-9521-cb1773a40447,ec8510dd-ff59-416f-a1ba-0d8e168bbb14,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,e1fc94b5-ade4-4e17-81e2-49026b5a2a38,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
f3a40b9f-2edb-4668-9182-d8538b817c0f,4b89ad3e-920f-4d00-b79b-ac8e414f6e53,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,4,4,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
880ae76d-d82a-4f2d-9d53-cb5572babe1d,e39f8eba-8834-4a34-830a-75653deb2398,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,77d699bb-b99d-4204-b605-2fe9b4d62196,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
5a6d3804-7564-4858-bb63-4cdc65bf75f9,1dec70ef-88ee-449d-be6a-cee7dcd0f86d,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,0035bd89-7792-4b23-bcb5-1fa96ce04999,2,2,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
9c78701d-0270-4c39-94ed-80146af357cd,7966f9f4-49ef-4135-abcb-e5c137f1917d,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,bb59e55f-4963-4b32-bf38-ca3373b50e18,1,1,0,0,0,0,6.00,6.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
b5d3bd1c-a5c4-4fa9-8f59-08e44fc3b458,8635f95d-1211-48f6-8ce0-dc5455047c17,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,bb59e55f-4963-4b32-bf38-ca3373b50e18,1,1,0,0,0,0,6.90,6.90,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
3f85a490-5fd1-43fc-9fbf-dd50fc53721a,c35d4930-ddfb-4880-9f18-002c107bf362,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,77d699bb-b99d-4204-b605-2fe9b4d62196,4,4,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
31d45962-d849-4f57-bfa2-a2eab6923973,66aef58c-4aff-43ea-8276-7c72b139588a,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,2026,d1214869-a00f-4636-928e-afe7dd170a76,1,1,0,0,0,0,0.00,0.00,2026-05-26 22:35:05.934583+00,2026-05-26 22:35:05.934583+00
