id,league_id,team_id,points,played,wins,draws,losses,goals_for,goals_against,goal_diff,season_year,updated_at
f02634f7-32e5-451a-9c97-2162bbe1d99f,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,a36e75c7-b78c-4244-a2f6-c954543cb4f7,31,24,9,4,11,30,33,-3,2026,2026-05-27 17:39:22.569294+00
8584a667-c904-472d-af5e-78e552f63fba,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,237f1cc6-a446-4ee0-a66f-2b751b60a89a,39,24,11,6,7,38,28,10,2026,2026-05-27 17:39:22.754275+00
0132fde7-da98-4854-93bb-17cb38a55373,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,06487a77-e3fe-4f2f-b318-92b4c19193a8,30,24,7,9,8,21,23,-2,2026,2026-05-27 17:39:23.326029+00
99257bf6-d91e-4769-b397-faf8002c26ff,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,5ac3cc0f-d628-4a5d-803e-4896e0d81d89,23,25,6,5,14,26,41,-15,2026,2026-05-27 17:39:26.648123+00
4026bc08-7f34-43b6-8941-a9a3500406c4,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,ac71c79d-3be2-4d92-8033-1b27e9536f0b,34,26,10,4,12,33,36,-3,2026,2026-05-27 17:39:26.746464+00
0e7071fc-0070-4bb2-b2f6-9e6a80dd72dd,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,6eb1798e-59d7-4c98-9d08-722e1abc2993,29,24,8,5,11,25,30,-5,2026,2026-05-27 17:39:23.465586+00
7b4340c2-7e4a-444d-886c-7adad1958d32,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,7ad7bdce-336e-4b68-bcd0-18b9e911f919,21,24,5,6,13,28,45,-17,2026,2026-05-27 17:39:23.577499+00
f2ba336a-b57b-412d-9975-94a0d34c5d99,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,5be26380-e0f8-41a2-a0f3-f69c6e3db57f,31,24,8,7,9,26,28,-2,2026,2026-05-27 17:39:23.76321+00
5d9ff82e-d2c7-4c1c-81a5-1aad1711f516,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,bddac3a2-4334-45e8-9cd5-8bfcee924f53,17,24,4,5,15,20,39,-19,2026,2026-05-27 17:39:24.651612+00
ae457311-23ea-443e-9ba1-db17b02362fd,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,e98b5ea8-9546-4923-8a11-6dc53872fe88,35,26,10,5,11,29,30,-1,2026,2026-05-27 17:39:26.941542+00
52b881c3-59a0-4fd6-9e40-a7de8a8c8a3b,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,c05dc09f-5817-47b5-9050-94372983cfbe,26,25,7,5,13,33,40,-7,2026,2026-05-27 17:39:24.940315+00
78c5ecc7-2ddc-40b3-a76d-0aae9c3a8392,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,409cb3d6-d48d-413c-bd85-b1145e7ead4e,22,25,6,4,15,24,45,-21,2026,2026-05-27 17:39:26.941542+00
1290cb99-354b-4818-90fe-9d5c8c7e5fce,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,ec80af92-4794-4554-9053-4869298174c6,33,26,10,3,13,29,35,-6,2026,2026-05-27 17:39:27.03431+00
a78ac671-e453-4259-a11d-4da2c75d46de,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,566a8525-eac0-42ca-ab46-cc19b5a5d1f2,25,26,7,4,15,28,39,-11,2026,2026-05-27 17:39:27.127783+00
ae40912f-db2d-4def-b7eb-f4a9e2dfd1b4,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,d1ee42b8-e3a8-45e5-97e6-308c4e6b4823,41,25,11,8,6,31,25,6,2026,2026-05-27 17:39:27.127783+00
4e92771f-5057-4979-ba19-d73d3e256972,b01ef2e0-298f-4313-a093-680715e25fec,52b34eb7-6757-49c1-94c4-219a75ad3e7e,36,27,10,6,11,34,33,1,2026,2026-05-27 17:39:38.21519+00
894ce2a6-e34e-4cc0-98bc-e66d3cd6175c,b01ef2e0-298f-4313-a093-680715e25fec,92e81598-c474-4b93-9209-91af93ad1510,25,25,6,7,12,30,40,-10,2026,2026-05-27 17:39:38.21519+00
8463da26-ad89-4612-8b74-3a9512ea9bc8,b01ef2e0-298f-4313-a093-680715e25fec,2c35282b-ec1a-4b45-926c-72547d8c89aa,37,25,10,7,8,35,33,2,2026,2026-05-27 17:39:38.27926+00
4a132da0-e05c-405c-ac93-7ddacf3743eb,b01ef2e0-298f-4313-a093-680715e25fec,037c9019-1a44-4d96-a94b-64fb41b058bf,36,25,9,9,7,33,26,7,2026,2026-05-27 17:39:38.322453+00
27a4d72e-18ea-4f21-8417-8c0f13072cc9,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,11df1949-ea85-4eeb-b986-eff923672557,40,24,12,4,8,37,21,16,2026,2026-05-27 17:39:17.333534+00
3afdce9d-9a11-4b78-8e58-f369bf7dd7f6,5fcb1150-e2f4-461d-a294-1ca566b59b50,3cb424e1-5708-4ab2-b390-72e3e3505f3e,42,26,13,3,10,33,27,6,2026,2026-05-27 18:42:09.682462+00
22cfef6d-91ee-476a-86bb-ed64a7c01437,b01ef2e0-298f-4313-a093-680715e25fec,da8a40a7-1583-4970-ac79-a5cdbaf84e67,33,27,9,6,12,32,37,-5,2026,2026-05-27 17:39:37.559326+00
425c55eb-13c3-4a14-b1dc-9e79d63b0fdb,5fcb1150-e2f4-461d-a294-1ca566b59b50,bebb82cd-0c53-4fd4-a0f3-44ec8b5301d4,31,26,8,7,11,27,30,-3,2026,2026-05-27 18:42:09.682462+00
018c850e-3c97-43d5-b10a-42424a6062d9,5fcb1150-e2f4-461d-a294-1ca566b59b50,56de45a2-5e64-4806-8a44-7a7bc1bf4c2a,31,26,6,13,7,31,33,-2,2026,2026-05-27 18:42:09.682462+00
8e07e844-4b18-4551-9d99-9c5cd1977589,5fcb1150-e2f4-461d-a294-1ca566b59b50,4d3eccdb-eb34-42b9-912d-5884fc290420,34,26,8,10,8,24,27,-3,2026,2026-05-27 18:42:09.682462+00
46cfb71c-4079-4f1e-88d0-4789693d79dc,5fcb1150-e2f4-461d-a294-1ca566b59b50,6941a9c6-8d2d-4029-9df0-8eb3c4255493,27,26,7,6,13,31,41,-10,2026,2026-05-27 18:42:09.682462+00
ecb417e9-c040-4370-b648-8c5d46165a1e,5fcb1150-e2f4-461d-a294-1ca566b59b50,7dc383db-4160-4a08-b4b0-a3fa14a23cdd,34,26,10,4,12,28,33,-5,2026,2026-05-27 18:42:09.682462+00
bb71f6e3-b2fc-4107-b614-e49380155e2d,5fcb1150-e2f4-461d-a294-1ca566b59b50,e9557a9f-32d7-40cb-bed3-1ae214cf9f9a,41,26,11,8,7,34,26,8,2026,2026-05-27 18:42:09.682462+00
ba0384c2-b978-4fe8-b16a-553d2d74b2c3,5fcb1150-e2f4-461d-a294-1ca566b59b50,e6731bf1-a9d0-45a6-914e-b00a927467ba,32,26,9,5,12,34,41,-7,2026,2026-05-27 18:42:09.682462+00
74ab0567-e382-491d-ba5e-781a9a379fe8,c6633490-aa31-4fe7-a342-42bfe744343b,ccd6a4b6-d81e-4095-b634-bd86586fabbb,30,27,8,6,13,35,41,-6,2026,2026-05-27 21:06:42.887934+00
4d907021-0b1b-48f7-b997-fb599f84a8d9,c6633490-aa31-4fe7-a342-42bfe744343b,c668151f-e0f4-451d-b735-c6bba3d2aa6a,39,27,11,6,10,32,36,-4,2026,2026-05-27 21:06:42.887934+00
a2995575-f879-4c05-8efe-7d96a12ad9d8,5fcb1150-e2f4-461d-a294-1ca566b59b50,72e21302-fce5-440a-b886-266ebfe52e1d,35,26,10,5,11,33,33,0,2026,2026-05-27 18:42:09.682462+00
971436c0-1f9c-4ff8-9872-69160663213b,5fcb1150-e2f4-461d-a294-1ca566b59b50,4da724a1-9168-49f5-81fa-3d7f1c6fd2ab,30,26,9,3,14,31,31,0,2026,2026-05-27 18:42:09.682462+00
ada3c751-7799-45cf-91d9-5ab3c67b7d00,5fcb1150-e2f4-461d-a294-1ca566b59b50,8305b3ff-2c35-4e13-9a48-454918b92a70,42,26,12,6,8,37,34,3,2026,2026-05-27 18:42:09.682462+00
1c705883-1430-4014-8211-8f0a98640002,5fcb1150-e2f4-461d-a294-1ca566b59b50,e2e1156f-c2c7-419d-84f1-1b1d463c3360,29,26,6,11,9,30,37,-7,2026,2026-05-27 18:42:09.682462+00
2a656be0-4b63-4b2e-9aae-e326a359bc48,5fcb1150-e2f4-461d-a294-1ca566b59b50,29fdce07-39fd-4f94-b5eb-7de51f61eb53,36,26,9,9,8,33,30,3,2026,2026-05-27 18:42:09.682462+00
a333426c-1cbf-4dba-933e-16c8c6b8de3c,5fcb1150-e2f4-461d-a294-1ca566b59b50,d1f81151-30ec-4138-981d-c071c30df225,34,26,10,4,12,29,35,-6,2026,2026-05-27 18:42:09.682462+00
4fc39f00-8e9a-4f59-beca-cfc250be1a63,5fcb1150-e2f4-461d-a294-1ca566b59b50,e8a3a1a0-00f6-4c0a-9dbb-393b11a45d41,50,26,15,5,6,47,32,15,2026,2026-05-27 18:42:09.682462+00
0f718a01-9d02-455d-8764-d0a1de99c66c,5fcb1150-e2f4-461d-a294-1ca566b59b50,a503d9ad-11f1-447f-89af-7a98f095298d,44,26,13,5,8,32,24,8,2026,2026-05-27 18:42:09.682462+00
485770a3-1cf8-4397-b321-d3845570e976,c6633490-aa31-4fe7-a342-42bfe744343b,4596d76b-315b-4119-939a-8de1a67a4bca,31,26,8,7,11,32,35,-3,2026,2026-05-27 21:06:42.887934+00
191ccde1-5cd0-4300-9fe2-e527c6b1dc6b,b01ef2e0-298f-4313-a093-680715e25fec,5a8a7f63-ebf9-432b-8f9b-0ea9eb5eef05,24,27,5,9,13,30,43,-13,2026,2026-05-27 17:39:37.92727+00
82e901b0-6406-4118-85f3-0efcc2dba82c,b01ef2e0-298f-4313-a093-680715e25fec,ba41ea78-76ea-4cb4-9636-cf16997a183b,46,26,12,10,4,39,29,10,2026,2026-05-27 17:39:38.367637+00
40898c46-23a3-43f7-865d-17eefc49efc3,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,ce699a0d-2455-40a6-b2d7-8cabe87825db,49,25,15,4,6,36,21,15,2026,2026-05-27 17:39:17.333534+00
3cb1c966-5ec6-4118-b9d3-8332b0e99255,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,b8ad696a-a426-49c2-bdc8-b01793b4210c,50,25,14,8,3,36,21,15,2026,2026-05-27 17:39:22.569294+00
1d00b982-ad42-4b9e-b208-09d477ac9fe7,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,2af76dab-0f3b-4888-b45a-d82d2ead94b7,38,26,10,8,8,38,35,3,2026,2026-05-27 17:39:24.558844+00
57d45383-9f38-4b7e-9190-950d49afb688,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,8067d333-90ca-4c37-83a3-070d01d19f9c,36,26,10,6,10,31,29,2,2026,2026-05-27 17:39:26.33576+00
5e70f1b8-82e4-4786-a35d-ddafa57e65bc,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,a27cdd07-de20-445a-a22c-527ef9f7e918,22,25,6,4,15,29,46,-17,2026,2026-05-27 17:39:26.33576+00
f72a5224-5f82-4aeb-b575-9774e6857e4f,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,46b3f112-3cc5-44de-9d28-73d085189197,34,25,10,4,11,31,32,-1,2026,2026-05-27 17:39:26.746464+00
66a0dc98-90ba-4514-be9c-89be5354839c,64c7f702-f2e2-4987-b82a-9d550d446f2e,3b99115f-85e1-4030-84f5-693222d4d9c2,37,26,10,7,9,31,28,3,2026,2026-05-27 18:42:09.682462+00
76129279-992b-42a9-81a3-599512557431,85e98474-9e1e-422a-a371-96f0209b7a4a,56126c54-1a1c-4d31-9b1f-72bef1d0ddd1,32,27,8,8,11,36,41,-5,2026,2026-05-27 18:43:45.672623+00
92c6e4e1-e381-4e1f-9c5b-24a2738c6418,85e98474-9e1e-422a-a371-96f0209b7a4a,29c0c282-a24b-44c5-9186-e2f4f9915e27,36,27,11,3,13,38,38,0,2026,2026-05-27 18:43:45.672623+00
ca8ebf5f-3f57-4bbf-add1-b75c12b7ff02,85e98474-9e1e-422a-a371-96f0209b7a4a,67a6a4f6-39b6-4b08-908a-82c50f98d6e4,44,27,12,8,7,41,30,11,2026,2026-05-27 18:43:45.672623+00
d514fe8e-18a5-4d89-9fce-f7810e1c4708,64c7f702-f2e2-4987-b82a-9d550d446f2e,4de337ca-c295-402c-8330-0913de6cb119,36,26,10,6,10,31,30,1,2026,2026-05-27 18:42:09.682462+00
a6d50f4e-3c08-4d87-ac05-c402ffd7df50,64c7f702-f2e2-4987-b82a-9d550d446f2e,ec81d16d-46d5-4a41-822e-19576a5d65d8,22,26,5,7,14,20,31,-11,2026,2026-05-27 18:42:09.682462+00
39c02469-7c1e-491f-9a7c-ad5e3787f789,33363f68-fc09-4fc7-941f-4ca6b89d4101,596f7b57-127f-4538-a43d-4d41e3346f7e,13,8,3,4,1,12,6,6,2026,2026-05-27 17:40:20.60555+00
cdb0e0bf-b776-432b-bd21-a80f266db08d,64c7f702-f2e2-4987-b82a-9d550d446f2e,f29fadd1-d173-4ab4-a412-0d7cc4aa20d2,39,26,11,6,9,35,31,4,2026,2026-05-27 18:42:09.682462+00
bea26c77-0939-42ed-aad9-0064192c0389,64c7f702-f2e2-4987-b82a-9d550d446f2e,8c74f7f0-f5bc-4170-adbc-c0b044828450,33,26,9,6,11,26,30,-4,2026,2026-05-27 18:42:09.682462+00
e1a23d59-470e-4838-8ca8-ce3cfe2653ef,64c7f702-f2e2-4987-b82a-9d550d446f2e,5b01c2c8-1e67-4f79-8f68-a4af8340126f,29,26,8,5,13,29,37,-8,2026,2026-05-27 18:42:09.682462+00
e31521e6-9c04-465b-8214-4d1512315717,64c7f702-f2e2-4987-b82a-9d550d446f2e,393d9235-5d36-45f6-98db-cd4966e62e32,39,26,11,6,9,36,29,7,2026,2026-05-27 18:42:09.682462+00
0124907a-99b1-4caa-bcce-8c4d6104278f,64c7f702-f2e2-4987-b82a-9d550d446f2e,848e1d6b-9a47-4c65-aad2-a6585c807f08,40,26,12,4,10,32,32,0,2026,2026-05-27 18:42:09.682462+00
b42268ee-e763-4a56-a738-268e52be597f,64c7f702-f2e2-4987-b82a-9d550d446f2e,02ab4005-d36c-4fef-90e2-1fb0af790162,39,26,10,9,7,38,30,8,2026,2026-05-27 18:42:09.682462+00
46405786-0e29-49b0-82d8-2a82f5e334bb,64c7f702-f2e2-4987-b82a-9d550d446f2e,264b3d8e-9934-4c71-842e-11bca8d2672c,43,26,13,4,9,30,24,6,2026,2026-05-27 18:42:09.682462+00
13b78a0b-9ce8-4d8b-9de1-4b65b38189a9,64c7f702-f2e2-4987-b82a-9d550d446f2e,11c396de-7715-4f28-bb87-d4d775de3abc,39,26,12,3,11,31,36,-5,2026,2026-05-27 18:42:09.682462+00
d76a9a9f-59f8-42e5-8f08-8111d5e69aec,b01ef2e0-298f-4313-a093-680715e25fec,ad3b9b9d-c270-469c-aa81-6f099e8248f4,40,26,11,7,8,32,26,6,2026,2026-05-27 17:39:37.819246+00
bcb389bc-3c46-4194-84a6-196128153276,b01ef2e0-298f-4313-a093-680715e25fec,fc9f3bf1-254d-4f58-bdef-7c62f1a4c0d5,40,27,10,10,7,32,31,1,2026,2026-05-27 17:39:37.874142+00
cc7b05d3-1096-4738-92a2-383eb51f23ca,b01ef2e0-298f-4313-a093-680715e25fec,6a1577e7-ebc0-4e46-ba91-c12df3624c05,42,25,11,9,5,36,26,10,2026,2026-05-27 17:39:38.322453+00
e3ec0768-7ddb-4d56-aaf4-2196b0655990,64c7f702-f2e2-4987-b82a-9d550d446f2e,555f456f-c410-4a44-a5f3-ca5be3880f39,31,26,8,7,11,24,28,-4,2026,2026-05-27 18:42:09.682462+00
eb1bb6f0-ff12-4550-9cda-e3d19a737d31,64c7f702-f2e2-4987-b82a-9d550d446f2e,db2da291-7f64-4160-99a5-5ade37b4e344,43,26,12,7,7,33,28,5,2026,2026-05-27 18:42:09.682462+00
9a0bd2fe-e688-400a-ac0f-7bf9b7d72466,64c7f702-f2e2-4987-b82a-9d550d446f2e,a3e33f6a-4994-403b-ae69-97a34844afd4,42,26,11,9,6,30,23,7,2026,2026-05-27 18:42:09.682462+00
732281ce-1f2b-496d-b6f8-e3c050f8ecae,64c7f702-f2e2-4987-b82a-9d550d446f2e,a5c46b29-10ec-4f11-8f60-0a88b4c089de,19,26,3,10,13,27,39,-12,2026,2026-05-27 18:42:09.682462+00
4f8d3073-523d-4b19-b2cb-adcc2d37c903,64c7f702-f2e2-4987-b82a-9d550d446f2e,332b701f-ad37-4daf-9837-69eb51e795b8,44,26,14,2,10,33,30,3,2026,2026-05-27 18:42:09.682462+00
5d2304d4-6b7b-44bc-b4db-7739df46c8cd,c6633490-aa31-4fe7-a342-42bfe744343b,b6c4d896-81d4-44be-9b5d-8723e9fbf102,38,26,10,8,8,37,36,1,2026,2026-05-27 21:06:42.887934+00
e95759f7-bfbf-4cb2-9818-22c6aa957c47,c6633490-aa31-4fe7-a342-42bfe744343b,57e2f7e3-e51c-4034-817e-f4ca045ef1f9,36,26,10,6,10,38,38,0,2026,2026-05-27 21:06:42.887934+00
7ce1bcfc-d3fa-45a0-9aef-b2e46d29e532,c6633490-aa31-4fe7-a342-42bfe744343b,9f669fba-aee1-4463-a6ac-ab603f4e9bfe,44,27,13,5,9,38,32,6,2026,2026-05-27 21:06:42.887934+00
6cfb82ae-d4a0-4878-99bb-93cfa344fa26,c6633490-aa31-4fe7-a342-42bfe744343b,f9aaf215-5012-4ebc-a3cc-61086ab7e8d3,36,27,11,3,13,32,38,-6,2026,2026-05-27 21:06:42.887934+00
d4b1fbd8-d940-47ec-8d62-127efbb0820c,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,773f8368-4f9b-4371-8bdc-ccab5255e128,44,24,11,11,2,36,22,14,2026,2026-05-27 17:39:12.615246+00
06d35490-1ce0-4ebb-81fb-7969ab58edba,c6633490-aa31-4fe7-a342-42bfe744343b,3be87666-d9f7-4832-85ca-7442000fbbe9,38,27,11,5,11,40,43,-3,2026,2026-05-27 21:06:42.887934+00
2fb1fb70-3ebc-420c-8196-107390fa87ab,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,a756525a-3319-47f9-a75c-8c690e600108,43,25,12,7,6,37,25,12,2026,2026-05-27 17:39:17.432915+00
0a8fc735-1692-4ca5-abbd-17f5390334d7,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,8d70275e-8328-4b91-a62a-bc43b77f67b6,25,24,6,7,11,28,31,-3,2026,2026-05-27 17:39:17.432915+00
994ce97a-4801-4e0d-aa94-047f8720a777,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,dea22a0f-f51f-4941-924e-af6a8c046ca0,37,26,10,7,9,36,33,3,2026,2026-05-27 17:39:25.377347+00
a62d5858-5f7e-479b-aa16-7f1b449884ff,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,0dab71fa-a315-4ee7-bede-923510a32054,25,26,6,7,13,32,40,-8,2026,2026-05-27 17:39:26.833585+00
0cbe41b7-f36c-43d7-9ecf-5b56d767db7d,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,36baa1ef-e950-44f9-b0e4-aeb5bc1bfb2a,24,25,6,6,13,24,38,-14,2026,2026-05-27 17:39:27.03431+00
e7eb7f2f-6bd6-4ed4-a016-d4ef2262da97,e7a86a61-9a63-45ad-9e1b-a76dee440860,1bf87597-386d-4269-891e-115eaccc3161,36,27,10,6,11,31,31,0,2026,2026-05-27 21:06:46.34373+00
a9f77a03-e917-4fb0-abe2-289e7aaadc61,e7a86a61-9a63-45ad-9e1b-a76dee440860,c22e19e8-a9b3-4b9c-aaff-8bad96b4980d,50,27,15,5,7,47,33,14,2026,2026-05-27 21:06:46.34373+00
0215b9c9-1afe-45e4-a61d-8548ebf344e8,e7a86a61-9a63-45ad-9e1b-a76dee440860,540450e1-671b-4edb-b176-1202a161b619,29,27,7,8,12,26,35,-9,2026,2026-05-27 21:06:46.34373+00
2fa02957-32ce-4ba6-a3f1-1efc984297dd,e7a86a61-9a63-45ad-9e1b-a76dee440860,6b4ef4d6-165f-4b6d-be85-6899f6c85df6,41,27,11,8,8,36,32,4,2026,2026-05-27 21:06:46.34373+00
