id,league_id,match_id,title,content,category,importance,created_at,image_url,template_key,metadata
a01b309d-ecac-45b1-8261-932a1cdba8e4,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Fluminense domina e vence!,"Em um jogo de tirar o fôlego, o Fluminense mostrou superioridade. Destaque para os gols de Wesley Medeiros, Felipe Farias.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
094a1fe6-48c1-43df-a6c3-0259a6398693,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
86ae192a-3436-4aa7-b814-675ddb5dd0d9,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Santos domina e vence!,"Em um jogo de tirar o fôlego, o Santos mostrou superioridade. Destaque para os gols de Rogério Machado.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
9d409a1b-a0be-4797-be6b-1a936f68dc7c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
31889a9c-b6f5-47ef-96d1-4f573dbead6d,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Show de bola do FLM!,"Em um jogo de tirar o fôlego, o FLM mostrou superioridade. Destaque para os gols de Leonardo Braga, Fabrício Pereira.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
066dba31-46cd-4d93-83f5-baf429ae1e54,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
678a0113-f271-4522-ba02-d6ea200c25ad,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Real Zaragola domina e vence!,"Em um jogo de tirar o fôlego, o Real Zaragola mostrou superioridade. Destaque para os gols de Matheus Teixeira, Matheus Barbosa.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
54542722-c6bf-4d79-a881-f98a52cbf2bb,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
7a1de138-e40d-4098-8837-7982ee9f7767,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Show de bola do Bahia!,"Em um jogo de tirar o fôlego, o Bahia mostrou superioridade. Destaque para os gols de Matheus Silva.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
f3e53c18-fe08-4b2e-a7d5-49966a9c4a6a,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Precisamos de reforços pra ontem!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
41019bde-ab1b-455b-960f-9a9733b08cf2,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Tudo igual: Corinthians 0x0 Fluminense,"Em um jogo de tirar o fôlego, o Fluminense mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
df759700-0ac6-49f5-8964-dfa38960749c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
9117b820-e802-4ec0-bed0-e8addb114ced,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Manager FC domina e vence!,"Em um jogo de tirar o fôlego, o Manager FC mostrou superioridade. Destaque para os gols de Cauã Martins, Nicolas Cavalcanti.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
ac5e2e8d-82fe-467e-871d-3693f3d309ab,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
c3e563b0-ab45-4a4e-a3db-42aac146bebd,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Show de bola do Corinthians!,"Em um jogo de tirar o fôlego, o Corinthians mostrou superioridade. Destaque para os gols de Vanderlei Barbosa, Nicolas Rodrigues.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
ea618efb-6523-4539-8dc9-f9ca25f5cd88,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Esse time me mata de orgulho!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
85a9d49f-ab3b-47d1-b704-882aa86fbdca,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Botafogo domina e vence!,"Em um jogo de tirar o fôlego, o Botafogo mostrou superioridade. Destaque para os gols de Otávio Melo, Vitor Teixeira.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
92225654-8a13-4b29-ad12-75637d3e92b7,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Essa vitória lava a alma!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
24692a0f-dffb-4c97-9bd7-9365be801200,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Cruzeiro domina e vence!,"Em um jogo de tirar o fôlego, o Cruzeiro mostrou superioridade. Destaque para os gols de Rogério Barbosa, Breno Melo.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
dc44e3c2-9bd6-4fe2-8303-26d695d4fb91,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
10e3f9b0-1c9a-418b-973a-47ed6ab4d9bb,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Show de bola do Internacional!,"Em um jogo de tirar o fôlego, o Internacional mostrou superioridade. Destaque para os gols de Francisco Machado, André Silva.",match_report,1,2026-05-16 01:13:40.754502+00,,,{}
c81f8511-d96e-47bb-8b00-bccd15fe0698,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,,Voz da Torcida,Esse time me mata de orgulho!,fan_reaction,1,2026-05-16 01:13:40.754502+00,,,{}
929a025a-3197-4322-afdf-0cc4f502e228,b01ef2e0-298f-4313-a093-680715e25fec,,Flamengo domina e vence!,"Em um jogo de tirar o fôlego, o Flamengo mostrou superioridade. Destaque para os gols de Gael Moura, Vinícius Araújo.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
78a42e14-1606-4e41-bd30-c9b0b1c883a2,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,O craque do jogo foi absurdo!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
08cf58d6-c40c-4abb-bb66-53061c5944fa,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Real Madrid!,"Em um jogo de tirar o fôlego, o Real Madrid mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
75fba0ff-cfe4-4cd5-9059-c1bda3daf223,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
c5047330-96eb-451c-aaf3-d536c56d7bb4,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Real Madrid!,"Em um jogo de tirar o fôlego, o Real Madrid mostrou superioridade. Destaque para os gols de Weverton Costa.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
f0dff45f-fd11-4933-90f6-f09655a78c48,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
a8ab6be1-60b0-4c48-a2e5-088b72a22886,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Barcelona!,"Em um jogo de tirar o fôlego, o Barcelona mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
d99ccf50-5329-4c8c-9d86-1b388febf117,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
29dfeb60-8abe-4dcf-b1aa-9faad2e13442,b01ef2e0-298f-4313-a093-680715e25fec,,Espanha Bot 60 domina e vence!,"Em um jogo de tirar o fôlego, o Espanha Bot 60 mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
7d2fac09-98e3-4053-a45f-90e5102299e5,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
9c7f3e19-5d13-44e7-9fae-be02ecf126f7,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Espanha Bot 43!,"Em um jogo de tirar o fôlego, o Espanha Bot 43 mostrou superioridade. Destaque para os gols de Daniel Santos.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
4766b823-2bcc-4ba4-a9cf-6b1c760ee573,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Precisamos de reforços pra ontem!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
c8b3ae63-2913-4092-998b-6c501ff5a734,b01ef2e0-298f-4313-a093-680715e25fec,,São Paulo domina e vence!,"Em um jogo de tirar o fôlego, o São Paulo mostrou superioridade. Destaque para os gols de Leonardo Farias.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
eeb385a5-a75f-4ef4-a4c6-e5a5c9784700,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
984d0950-f067-48b9-a343-760c4427525e,b01ef2e0-298f-4313-a093-680715e25fec,,Atlético de Madrid domina e vence!,"Em um jogo de tirar o fôlego, o Atlético de Madrid mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
5fa69133-27c4-4408-9d46-299b08e59a5d,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Essa vitória lava a alma!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
78dac081-d587-4a49-88d8-2e99301d3cb3,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Espanha Bot 61!,"Em um jogo de tirar o fôlego, o Espanha Bot 61 mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
2c6a377e-ce36-4d9e-a191-f9b77e64f1de,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Precisamos de reforços pra ontem!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
34e78e6e-ff17-4dc8-b480-bd3b1c648c8c,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Espanha Bot 44!,"Em um jogo de tirar o fôlego, o Espanha Bot 44 mostrou superioridade. Destaque para os gols de Kaká Almeida.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
1b0a4263-7607-41e6-ad67-17ea5125d5ed,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Essa vitória lava a alma!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
372f1ecc-e681-4422-a71b-8cc8687bd004,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Flamengo!,"Em um jogo de tirar o fôlego, o Flamengo mostrou superioridade. Destaque para os gols de Washington Pires, Reinaldo Costa.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
00f93fb3-cb50-467d-bb4f-dcd8f8598f9e,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Essa vitória lava a alma!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
0f21f7aa-1db6-4032-a8a8-d9106f7ab900,b01ef2e0-298f-4313-a093-680715e25fec,,Tudo igual: Espanha Bot 48 0x0 Flamengo,"Em um jogo de tirar o fôlego, o Flamengo mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
9e521a44-a06d-4e49-8a79-d79d1644c2bf,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
04706193-fba6-4af4-bd83-ac214d2f947a,b01ef2e0-298f-4313-a093-680715e25fec,,Tudo igual: Espanha Bot 5 2x2 BOT LaLiga 9,"Em um jogo de tirar o fôlego, o BOT LaLiga 9 mostrou superioridade. Destaque para os gols de Theo Dias, Matheus Cavalcanti.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
6a3cdbaa-18cf-49b6-aa78-8593e69f844c,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
4f7b0417-774b-4215-8865-7dec4219366b,b01ef2e0-298f-4313-a093-680715e25fec,,São Paulo domina e vence!,"Em um jogo de tirar o fôlego, o São Paulo mostrou superioridade. Destaque para os gols de Matheus Monteiro.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
b91f2a1e-2898-4bbf-a513-c20ca942948c,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
071f16fe-6389-4f8c-b318-4561eb16c6de,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Palmeiras!,"Em um jogo de tirar o fôlego, o Palmeiras mostrou superioridade. Destaque para os gols de Rodinei Monteiro, Leonardo Machado.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
d9f1d6de-2050-4edf-a153-3558aa96ed0c,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
f68d2b0f-caca-4997-9c5e-16a721375897,b01ef2e0-298f-4313-a093-680715e25fec,,São Paulo domina e vence!,"Em um jogo de tirar o fôlego, o São Paulo mostrou superioridade. Destaque para os gols de Gabriel Gomes.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
6ff70917-9176-4ef0-9b13-9e10ba531151,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Esse time me mata de orgulho!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
1d306024-e099-4379-bf3d-4688fad61e46,b01ef2e0-298f-4313-a093-680715e25fec,,Tudo igual: São Paulo 1x1 Flamengo,"Em um jogo de tirar o fôlego, o Flamengo mostrou superioridade. Destaque para os gols de Yuri Sampaio.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
77e01bfb-a884-4f48-86e1-c2a402554c55,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Precisamos de reforços pra ontem!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
7b78cd4c-2209-4c7e-99fe-5f689d5ee25a,b01ef2e0-298f-4313-a093-680715e25fec,,Tudo igual: BOT LaLiga 6 2x2 Real Madrid,"Em um jogo de tirar o fôlego, o Real Madrid mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
e92304d4-7e43-410a-b572-026e6d5589b8,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Esse time me mata de orgulho!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
7edd819d-6dde-459c-8f01-2d0e0a91a6c6,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Palmeiras!,"Em um jogo de tirar o fôlego, o Palmeiras mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
39b9b74a-cc8d-407c-9dc4-0bffbc7be682,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Precisamos de reforços pra ontem!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
11a3dc63-b2f6-4883-ab87-96b7c4046710,b01ef2e0-298f-4313-a093-680715e25fec,,Tudo igual: Espanha Bot 9 1x1 BOT LaLiga 5,"Em um jogo de tirar o fôlego, o BOT LaLiga 5 mostrou superioridade. Destaque para os gols de Allan Pires.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
227c4d2c-12b5-4605-9040-8b17b5ced604,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
fe6699e6-2964-4926-9798-c4c796cf6904,b01ef2e0-298f-4313-a093-680715e25fec,,Real Madrid domina e vence!,"Em um jogo de tirar o fôlego, o Real Madrid mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
8e7453c5-85d2-4662-91ea-24d35d27d478,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,O craque do jogo foi absurdo!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
93e49a33-88c8-485c-b88a-cbb14d6910fb,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Espanha Bot 53!,"Em um jogo de tirar o fôlego, o Espanha Bot 53 mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
8eaa9658-a922-4a56-8ebd-9ad72e2a24e8,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
15c0e928-1fdd-4545-812e-14ca13cf5547,b01ef2e0-298f-4313-a093-680715e25fec,,Espanha Bot 62 domina e vence!,"Em um jogo de tirar o fôlego, o Espanha Bot 62 mostrou superioridade. Destaque para os gols de Fabrício Cardoso.",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
56ea850a-8e40-4877-b96e-9f23ee787092,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Esse time me mata de orgulho!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
c1ca4080-3795-49d7-9d21-00dbd58e4e12,b01ef2e0-298f-4313-a093-680715e25fec,,Espanha Bot 46 domina e vence!,"Em um jogo de tirar o fôlego, o Espanha Bot 46 mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
9b7032cf-c463-46aa-90ba-5750d9c716dd,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Precisamos de reforços pra ontem!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
a1f14637-4e7d-4cf3-bd5c-e6b28d402e6a,b01ef2e0-298f-4313-a093-680715e25fec,,Show de bola do Espanha Bot 47!,"Em um jogo de tirar o fôlego, o Espanha Bot 47 mostrou superioridade. Destaque para os gols de .",match_report,1,2026-05-16 01:13:43.273654+00,,,{}
f863cc08-f0d3-476d-b90f-aa5f9b3a561b,b01ef2e0-298f-4313-a093-680715e25fec,,Voz da Torcida,Essa vitória lava a alma!,fan_reaction,1,2026-05-16 01:13:43.273654+00,,,{}
867ad153-1f23-4ea0-9cd2-ee36d0643927,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,,Show de bola do Palmeiras!,"Em um jogo de tirar o fôlego, o Palmeiras mostrou superioridade. Destaque para os gols de Marcos Barros, Miguel Barros.",match_report,1,2026-05-16 01:13:45.777921+00,,,{}
02d5ebd3-90a9-4a24-afbb-9e18275ee3ef,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,,Voz da Torcida,Que jogo meus amigos!,fan_reaction,1,2026-05-16 01:13:45.777921+00,,,{}
71aa3bd0-0823-46ff-abb1-71db0235042e,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,,Tudo igual: Palmeiras 1x1 São Paulo,"Em um jogo de tirar o fôlego, o São Paulo mostrou superioridade. Destaque para os gols de Igor Ferreira.",match_report,1,2026-05-16 01:13:45.777921+00,,,{}
c8dffb2a-31fc-4501-882d-da941576d04f,9aae628c-fe5d-4c4b-a20d-ac978d00b3a6,,Voz da Torcida,"Técnico pardal, mexeu mal demais.",fan_reaction,1,2026-05-16 01:13:45.777921+00,,,{}
