id,player_id,ranking_points,seasonal_points,reputation_score,reputation_level,prev_position,current_position,position_rank,total_goals,total_assists,total_clean_sheets,avg_rating,mvp_count,last_update,penalties_saved
29976b35-bb62-457d-8590-09e3e9032752,747e8915-df38-4d1e-bfbc-0a7e5efc7d1a,0,0,0,Local,6231,12299,3393,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
4a5d49f8-dae4-4b28-91db-30c2cc0e884c,7531bfce-f17e-424f-a963-41136bd019ee,0,0,0,Local,18008,12343,1106,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
bf7ae0b8-d810-4263-8a33-b225720369b1,7b236f0b-6066-47c4-bff3-a476cc0ba9c5,0,0,0,Local,20025,12696,2183,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
267d7a99-a2d9-4f41-a548-e9ae2a813b19,93a6daf4-0721-4062-92cd-dc83c31b7d16,30.4000000000000000,0,3,Local,3350,3378,666,0,1,7,6.6400000000000000,0,2026-05-27 18:20:30.507311+00,0
4f23a468-4336-4935-9cae-b7bba4dc4270,95ff783b-5864-4983-9c58-e0e65f0ea235,0,0,0,Local,8462,14174,731,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
cc3daa4e-2967-47db-8f46-3c96a6b3aa1a,9d1f1e6e-ce7f-48bc-a1f5-c0125807cd6b,20.5000000000000000,0,2,Local,3286,3308,1080,0,0,0,7.0500000000000000,0,2026-05-27 18:20:30.507311+00,0
e3a046f0-53d1-4266-a8d6-42e0ce710497,a008022b-aca1-4073-a8f2-8112ef28681a,0,0,0,Local,14918,14758,1442,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
8fccfd79-f96e-4bbf-aeef-518628bc158d,a1af84c6-0a72-401b-b8c6-20dced75a4b3,0,0,0,Local,5391,14842,890,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
6a1bdb36-1cef-4a21-b222-a23e74fb3f0d,a62402cd-1bf3-4397-827c-068a6d7f85f6,22.9000000000000000,0,2,Local,2110,3037,994,0,0,0,7.2900000000000000,0,2026-05-27 18:20:30.507311+00,0
30a540b7-bdc0-4c05-873c-660b14166278,ae8711a0-00fc-4c0f-b241-9fcbf41e90a0,0,0,0,Local,16298,15578,1708,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
8185a26a-21ca-423d-a608-328d2039921d,af442f93-1ddb-4fe5-899c-6e9bfc418a08,0,0,0,Local,14158,15620,2521,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
04d753e1-1dbb-4b19-95ec-734017526584,af4674c3-5afd-425c-ba1a-405f4f4ea816,0,0,0,Local,4962,15621,1681,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
d2cae5c7-ca7e-49a1-a2d9-408f142f65bb,b5ed60b9-15c2-462b-86e4-d579bbbafaeb,24.5000000000000000,0,2,Local,1962,2748,1043,0,0,0,7.4500000000000000,0,2026-05-27 18:20:30.507311+00,0
105baafd-ddb4-4451-bfff-434f6ca2fa5d,b76eb772-a155-44a3-8aa4-0d896401e49a,0,0,0,Local,10506,16080,2902,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
3aaebb3a-01f0-4a82-bdfa-0dbcbc6a632f,bedbefb8-c45d-4c57-8477-fc6818011087,0,0,0,Local,12441,16537,3289,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
c139dc5c-4dfd-4876-a34e-62248b5a228c,cbdc9dd6-237c-4592-8a22-52f1e6280252,5,0,1,Local,15077,5100,713,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
72a65bf9-a945-4b5c-b759-df5d57396563,cc6fcd2d-b603-44b4-92c0-9412bd8e73c5,44.1000000000000000,0,4,Local,284,297,82,3,3,0,7.0100000000000000,0,2026-05-27 18:20:30.507311+00,0
b2ea554c-8a37-40c7-b21d-680fc49e76e6,d4ec9f3d-38f1-48bd-a4a8-2b86275da878,0,0,0,Local,6480,17772,2783,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
d052ba03-70ba-4b03-aa63-02586f1aac50,e9d8709b-a491-45cd-b5e0-e5b4c390088e,19.7000000000000000,0,2,Local,2988,3355,1095,0,0,0,6.9700000000000000,0,2026-05-27 18:20:30.507311+00,0
4eb996e9-853d-45fc-862d-561c44d49956,e9d9f1da-14c2-4ca9-ab4b-f090a2510e2b,10,0,1,Local,3765,3942,247,2,0,0,0,0,2026-05-27 18:20:30.507311+00,0
624df585-6b86-4a09-a9c3-6b8b726d32b7,000a0cca-352d-48b7-adc2-7baf575b9de0,0,0,0,Local,14369,5864,1924,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
c69dbf70-07d6-4fdf-941f-53e89548cf15,ece42831-a7c6-4679-8fee-b4e2021f2b69,3,0,0,Local,3974,5830,644,0,1,0,0,0,2026-05-27 18:20:30.507311+00,0
4775898a-f6e8-47d4-bb35-568e74f670c9,f5f6c073-9de5-4a58-b622-6acdc81f7f77,0,0,0,Local,16800,19634,762,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
a157dcc6-726c-411d-865e-fd8b8c45fc3b,fc19d8b9-23ab-44d3-b176-7edb67da3ea1,0,0,0,Local,13733,19972,1702,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
7afd58a5-dd4c-4f5e-8817-ce2601be214f,fc1d734d-3575-4aca-be06-9f6086a3d8c7,0,0,0,Local,19082,19973,1512,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
a83ff293-3e16-423d-b56a-86644241fd95,000bb860-374d-4b64-bfda-bddcf6fe3c24,23.6000000000000000,0,2,Local,3661,2985,1143,0,1,0,7.0600000000000000,0,2026-05-27 18:20:30.507311+00,0
0f0a78ca-7fad-4107-b21f-6ff9dcd4ffe8,00110f4f-4542-4d71-b9ae-c0849a0a2499,0,0,0,Local,11349,5865,1605,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
c27fcfc3-e82f-4436-bb1f-d1e145bf57f7,00120ea0-881d-49a0-805f-7ee06fb0c2c3,0,0,0,Local,11983,5866,1606,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
751a7568-d5d3-4767-9647-83d8b2670d99,001276f0-62c0-4a48-bfb0-1984b2d1a372,0,0,0,Local,17263,5867,1923,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
93fb514f-90be-4f9c-8d73-6b6da619f272,0012fe91-8f70-43a4-8829-e1c7ece715b6,0,0,0,Local,15654,5868,1920,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
986b87f7-7430-4ca9-a2fe-d8a5d106f05b,0017ad67-5a87-4da0-9098-97d6cf72faca,0,0,0,Local,7324,5869,3270,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
19d179bc-56de-45ff-852f-4637425ffb4b,0018feec-55df-42fd-b2f8-d46e89000678,0,0,0,Local,19639,5870,3271,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
61bcefde-90de-4c65-936b-635d088b0c17,00192df1-de4a-40f7-9bb1-47febdb98902,0,0,0,Local,5930,5871,1919,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
f5fa3547-2595-4e84-bf0f-810037a7d3c8,001bc21b-624c-466f-a455-ccba1965bfe4,0,0,0,Local,3804,5872,2886,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
d8ca7f9f-d2e4-4144-8106-e8b7ae8edbbc,0023ee36-74a3-4f7c-ad79-36af9cf10240,5,0,1,Local,4161,4352,802,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
9f69e40a-dd4e-463c-bb5d-7c66b62b17c5,0024feef-0e8c-4416-a103-6cae16dd1e55,0,0,0,Local,11984,5873,1917,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
24b270e2-7389-4131-a50c-2da745027dab,0026dbd7-1dbc-4d9a-bfd1-2860d0c96ebb,5,0,1,Local,15265,4353,801,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
4ebe3db1-fe6c-45ce-bef3-c115d5b58a2d,002f66cc-7305-460f-b8db-c8e622543a9f,0,0,0,Local,7325,5874,1607,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
b11d1159-a9e8-4b88-a2f9-b5b21d86e42f,002f9468-49ea-4e10-9d0e-f79f4471b5ba,0,0,0,Local,4841,5875,1111,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
a1cca3a5-0042-4d3c-82b8-cda587a11b56,00319c20-16b9-4f3b-91a6-b13b20d6ce77,0,0,0,Local,8797,5876,1916,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
88ce967f-e644-4991-bf07-0c2bc2f8285d,0035a5f5-0890-40b8-80ab-76d191c60d40,0,0,0,Local,4372,5877,3274,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
34d39845-cff1-4a83-bf6d-a8990f4cace9,00379c50-66b2-44d5-b1b7-570b05056bb3,0,0,0,Local,5505,5878,3275,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
17feb34a-63d7-46fd-b8de-268339358d53,00388049-8eb0-4729-93f1-763f079c355c,0,0,0,Local,7326,5879,1915,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
ff838013-2ea1-4ee1-87a3-b71fab10e795,003af964-9b17-4b24-9c4c-f23dbec51ec0,5,0,1,Local,15655,4354,299,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
c30bcbc1-66e0-4a92-b9fb-54da670670c7,003ca257-bc20-477a-a80f-8438c157a536,0,0,0,Local,16063,5880,2885,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
cd622707-1540-4f69-b919-faa3dd900ee6,003ce00a-6639-4d9f-8dc9-da2e3c8b70f0,0,0,0,Local,8798,5881,1608,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
866119ea-5256-402b-b2b1-bafa370f2b73,003e077d-54e4-4f1b-b179-a52bd84d9b30,0,0,0,Local,14370,5882,1609,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
2c0c5a18-3e9d-4574-be2a-10a18d7993fd,003e5545-fc95-42ca-bb07-9ff321e22002,23.9000000000000000,0,2,Local,2709,2876,1090,0,0,0,7.3900000000000000,0,2026-05-27 18:20:30.507311+00,0
710b6236-c7c8-455a-b6e6-d8e7910ff938,003fba1b-2b36-4307-94a1-6bc4d3e7ee90,8,0,1,Local,15244,3965,325,1,1,0,0,0,2026-05-27 18:20:30.507311+00,0
f4706ce9-db83-46ec-80d6-d6bcd5c0b2b7,00413e19-6132-4968-89d4-a4559775770f,0,0,0,Local,11985,5883,2884,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
cb4ad51c-7fb0-493b-a2c7-62944a6440ec,0042b2d0-50b9-48b5-8c00-4bc257d9f30e,0,0,0,Local,12608,5884,3278,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
01a9071f-6d2e-4635-b11b-3a318ae80d81,0047008f-7ce3-440e-87d3-d0935279a87b,5,0,1,Local,8016,4355,799,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
795dcc07-92cb-48e7-85fa-aaf4752ec19d,004ca27f-3381-40cb-a259-115d01da9955,0,0,0,Local,4842,5885,1611,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
28900e7a-aead-4dd9-90d6-6c15fd492d5d,004e66be-e031-4009-bf4a-a6b37225676b,0,0,0,Local,10701,5886,3280,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
6d110d14-113f-45c8-9d38-f97fa4269ef5,004f999d-fbd0-4838-a83b-15131d89bb17,0,0,0,Local,4603,5887,3281,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
8bf3f217-a1d5-417d-9f49-8d996dd653e3,004f99ab-ad9e-4e4b-bf57-644469517538,0,0,0,Local,19902,5888,2556,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
5dcee417-a0b2-4b2d-8147-c72143ca2748,00507b00-05db-43db-b138-3a6507e52178,0,0,0,Local,16430,5889,2555,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
d78b9a92-3659-4cdc-b6d6-337f858ce545,005ac8da-357f-40d7-b232-21d986f32e32,0,0,0,Local,17264,5890,1907,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
dc72f722-bce1-421e-b180-87ad9c9cde1f,005eaf5f-b003-4a7a-8dce-208712d7704d,0,0,0,Local,11350,5891,1612,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
84af7aaf-6eff-4608-8c59-937d11eb6cc2,0060fa86-0eb8-4aae-b193-4890184d133b,0,0,0,Local,15266,5892,1904,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
5fba42bf-3ea6-430d-a0a3-064353f1c4e7,0062e686-0280-415c-85cd-9bbf22b7c288,0,0,0,Local,14371,5893,3283,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
0a18f25d-cb47-4ce1-a70e-2e18292acb5e,00644e0b-02f9-4ca5-ad4b-b1d6ea9967f8,0,0,0,Local,13772,5894,2882,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
3fdd18bd-0921-458c-9b65-bb04b91f76b7,006ca06c-b225-47e2-aeed-c81830995150,0,0,0,Local,18805,5895,1613,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
fbf6bfd4-0f2a-4b14-bf94-1a30d4314db2,00738736-b733-4df0-b258-8eab9559f536,5,0,1,Local,8017,4356,798,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
ed79be5f-2829-4e48-a603-f5bf027afe5a,00784916-f6fa-4bde-9216-440d95847464,34.5000000000000000,0,3,Local,199,653,13,0,1,0,8.1500000000000000,2,2026-05-27 18:20:30.507311+00,0
f9e4abdb-861a-423a-ab9d-c3cb051f9c28,0078ed74-aaa6-43aa-b15c-0a7f948dfb7a,3,0,0,Local,11300,5289,559,0,1,0,0,0,2026-05-27 18:20:30.507311+00,0
4fef0638-44c7-4d18-8a1c-1679f3e30303,007ceb68-bea3-40a0-bec2-39f1adb0741b,23.6000000000000000,0,2,Local,2949,2925,965,0,0,0,7.3600000000000000,0,2026-05-27 18:20:30.507311+00,0
8462273e-cb6b-4e85-a07b-a6a89e286b5a,007e6d1b-3113-4e6e-8ac3-c54adda13a9e,31.9000000000000000,0,3,Local,909,1272,376,1,1,0,7.3900000000000000,0,2026-05-27 18:20:30.507311+00,0
c05c960e-46ed-48d8-a76f-8e5d6270fe7d,0083bd6d-75b0-4f41-837e-b1bb9dc56cec,0,0,0,Local,16839,5896,3285,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
c4c9301a-6e2c-45a3-b559-0dfe1c256085,0087118d-a2cc-47ff-945e-b96acb238c9e,0,0,0,Local,10702,5897,1903,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
d7bff9df-a1ed-4546-a7d0-e899ba8bffc5,0088504c-28b5-4e09-afde-8549e04a760f,32.8000000000000000,0,3,Local,1598,1013,326,1,0,0,7.7800000000000000,0,2026-05-27 18:20:30.507311+00,0
12fe0130-60f7-49aa-b7ff-b2413d182aae,008a205c-2f40-4690-a37a-0a9c72f81cbf,0,0,0,Local,6629,5898,3287,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
2e1cfd6e-41a9-4475-9af3-bb9d65ce4981,009769f2-048f-45da-82ad-a814ad68c1db,0,0,0,Local,12609,5899,1183,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
8feda5a8-861d-475a-8800-8f3b14545800,0097c674-8e43-4385-920c-093e8f8f2588,28.3000000000000000,0,3,Local,1700,1806,561,0,0,0,7.8300000000000000,0,2026-05-27 18:20:30.507311+00,0
abd50839-4e41-4607-907b-21581dc7044a,00989ff1-1218-48f0-b438-d15a22fecc41,0,0,0,Local,8018,5900,1614,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
29304e64-82ed-47f7-9cbe-3397bcb9134b,0099630c-b60c-47e6-9bd4-d95cfaaa8952,0,0,0,Local,8019,5901,1900,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
0e4d5a0d-ac18-43a0-8536-6086217903c4,009bcc76-a4c0-4c89-b3ac-c820703827e3,0,0,0,Local,8799,5902,3290,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
afa41187-a919-4889-9d8d-12ec7352b181,00abefc6-5d31-4101-94ac-82a2300b7a96,0,0,0,Local,18197,5903,2881,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
36875f25-6c1e-425d-8d65-6aba45382018,00b422b9-54e3-4b4f-810f-12ef376af9e7,0,0,0,Local,13186,5904,1615,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
752db5e7-9511-4a0c-9f5e-92737ad90b52,00bb04a7-43d0-4663-bf44-47b80b5b040e,0,0,0,Local,16840,5905,1898,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
02e8c66e-f509-4508-8859-9a0a7e456e90,00bc032b-407f-4cc8-93ff-c554a661ccae,32.6000000000000000,0,3,Local,2242,928,291,0,1,0,7.9600000000000000,0,2026-05-27 18:20:30.507311+00,0
49c7be5c-7764-4542-a217-2605b8d1e2b0,00c39dae-2303-4e2a-bac1-92ea55817dcd,0,0,0,Local,16841,5906,1896,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
89ba281a-ab9c-4b0e-9720-41dcfea32853,00c844ca-4359-4b99-8900-eee233a263dd,0,0,0,Local,15656,5907,1220,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
cd88e339-db07-44b6-8520-5dafd4f4bf0e,00c848ec-2e21-47ca-b493-bfd79ea34f13,26.4000000000000000,0,3,Local,2216,2307,741,0,0,0,7.6400000000000000,0,2026-05-27 18:20:30.507311+00,0
45fbb1e8-6a0b-478c-a537-7e991a36e728,00c8576c-d7f1-4e0e-8b8d-0f6b82374010,0,0,0,Local,11351,5908,1616,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
8bd6e773-a431-48e9-a0c6-292c226e3f07,00d229b4-dc9d-4fd8-bb8b-56def7f8b194,0,0,0,Local,15267,5909,3294,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
98991fc7-4b40-4537-bac8-d53796c8806d,00d61de4-1a08-4312-acb6-09a4e360acd7,0,0,0,Local,16842,5910,1617,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
e2193703-a213-46da-a1d5-3132edda8fe7,00d72dbd-8255-4a27-9b2b-c8a37ec5bcbc,0,0,0,Local,18806,5911,2550,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
1c5222eb-e855-4231-ab3b-c92b76e0b2c3,00d7f089-28b4-4478-b847-3cdd51d71c90,0,0,0,Local,8800,5912,2548,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
3bd3df54-2770-49b6-9292-60063a8178cc,00e39f31-cc40-4fb4-8889-e10c8cb0c487,0,0,0,Local,8020,5913,2878,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
6af09e07-e668-4e71-b962-d4bbcefd67df,00e7ca52-0fa3-41a3-ad7c-35a8426afd5e,49.2000000000000000,0,5,Local,166,189,18,4,0,0,7.9200000000000000,0,2026-05-27 18:20:30.507311+00,0
32ded020-1b47-45ba-b5ea-b91a840b36b7,00ed9ae4-84c0-45f2-ad70-bdf84e8b0301,0,0,0,Local,6630,5914,3298,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
20c2a28b-373f-4ba5-883c-4f94297eb73b,00f30bc6-24c9-4658-9c3c-921da15b6244,0,0,0,Local,18494,5915,3299,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
aa9026f5-ef22-4d8b-ae04-28688b827f67,00fcda8a-25d8-4b16-8278-d61b6474d752,0,0,0,Local,14372,5916,3300,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
f24d2e20-f229-4d2c-bb35-ed295afcb031,00fdeaa8-a7c9-4111-a587-d2eb8cd64381,13,0,1,Local,3276,3610,115,2,1,0,0,0,2026-05-27 18:20:30.507311+00,0
8cc763e7-dd8d-41bb-8923-a44fa63be44b,01046f62-c9f3-4744-b43f-f02b515ff6bb,10,0,1,Local,3582,3706,194,2,0,0,0,0,2026-05-27 18:20:30.507311+00,0
1a5de0bb-6bf6-4767-96e2-2f034af30b85,01053c4d-416b-425f-90ea-b65899995d10,5,0,1,Local,5057,4357,797,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
2858c672-b178-44bf-8869-720fa58bd32a,010b8d25-1c91-4a3a-9a11-d53039fdb375,0,0,0,Local,10703,5917,2877,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
bb253068-9621-4daf-a94d-d690b60ae812,010e775d-90b8-4014-bb72-7712b107af90,0,0,0,Local,7327,5918,2547,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
1b7db1b9-ccb9-4861-a817-1fd0a3249054,011717ac-57cf-4179-90e4-9459879e8a5b,27.9000000000000000,0,3,Local,693,304,20,1,3,0,7.7900000000000000,0,2026-05-27 18:20:30.507311+00,0
c9c4c7ff-fbbb-4cd6-8370-bbb0d6373992,011d12cf-418b-4cf0-9265-f5e434dc0b13,0,0,0,Local,5931,5919,3302,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
ffc20d34-72eb-48dd-bb32-536843a7693d,011d50ec-5cf9-4314-853c-73f433fa04e9,0,0,0,Local,4843,5920,3303,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
5f135e64-0335-45d7-9b69-6f17a67eaca9,0123cf75-690e-4321-abbd-ca899834e166,0,0,0,Local,15268,5921,1894,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
1768932e-20df-4de1-becf-18ace324a23e,01249415-2b76-4f89-9357-338b5a11368d,0,0,0,Local,10704,5922,1618,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
6a8c63e7-0c20-460f-9fbe-dd7cb578805c,0125f7db-5e7b-475b-908f-ad3fcf78ee4a,27.6000000000000000,0,3,Local,581,1996,36,0,0,0,7.7600000000000000,0,2026-05-27 18:20:30.507311+00,0
ca14916b-94c4-484c-9c9c-55d974bfb54b,012ad4f8-9bb9-4116-b2d1-3c1dd5b05fcf,0,0,0,Local,5932,5923,3305,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
840c110d-34c9-485b-874d-f2d0bfe10d8c,012bc2ec-f0b5-48a7-ba89-a6cb1c82060e,0,0,0,Local,16064,5924,1889,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
b36adf72-55af-4248-8fed-e4615c64929d,012eee8c-90ba-431e-8729-cb52975dbe50,24.9000000000000000,0,2,Local,3383,2670,1004,0,0,0,7.4900000000000000,0,2026-05-27 18:20:30.507311+00,0
2ae5d627-40bb-473c-b875-1e0f0cf611d0,012f1ce3-7d05-4522-a5ca-e14c039d36b5,0,0,0,Local,19085,5925,3307,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
32e05183-fda2-4fb2-8350-3e25d7c4cebc,0138eb54-8d2a-43ba-9933-d447eb276071,5,0,1,Local,13773,4358,300,1,0,0,0,0,2026-05-27 18:20:30.507311+00,0
88759881-6168-4b22-b12a-10b2dd132a15,013d0d68-484e-485b-86ed-6cf93235a77a,23.2000000000000000,0,2,Local,915,2453,480,0,1,0,7.3200000000000000,0,2026-05-27 18:20:30.507311+00,0
f459fb95-426b-4964-8bb4-d58edf2dc5c7,013f2ea8-2bfc-40b9-8b4d-6d1d25ee8791,0,0,0,Local,10705,5926,2876,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
d63472a8-b9ef-4997-884c-71393c98a1b9,013f3c2c-6d51-4860-95ff-3bd549eba430,0,0,0,Local,9410,5927,2874,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
394327ea-97e7-4e67-9a68-0b722ffda310,0140b3f7-c080-429e-b7b6-a5a13530498c,0,0,0,Local,4844,5928,1888,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
8466232d-0b11-4092-87e9-54985d8666fd,0140cc2e-bb9f-4f6f-97d3-8225e6b62ef9,0,0,0,Local,10706,5929,1305,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
bac8e4f0-7962-4d3e-b785-f6d1615a3760,01458c54-33ed-4d66-aeda-f42f7b7f2504,0,0,0,Local,11352,5930,1885,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
ce65277e-165d-464c-ada1-f1e6b39dfefb,01496641-9a48-42cc-8a18-531a7db4eabe,27.7000000000000000,0,3,Local,1850,2220,712,1,0,0,7.2700000000000000,0,2026-05-27 18:20:30.507311+00,0
1d6946ad-8294-4b47-8ca4-d6c3b72bbc73,014c4d67-dc30-494b-bc3c-3e9a5feac908,0,0,0,Local,15269,5931,1619,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
3b9bd967-a5cd-4355-8695-4d61e2f4b123,0153e6bf-856a-4f7d-a799-a030c090c09e,0,0,0,Local,16431,5932,1881,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
562acdfb-19c7-4eb4-abed-d5d6d8393b43,01542aec-f21f-424c-9acb-06f354b6b19c,0,0,0,Local,11986,5933,1620,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
dce2ba34-d4f9-4300-abb1-4512bedf59fc,01547dee-5564-41e0-9bc6-f7567db07efd,23.7000000000000000,0,2,Local,955,1039,170,2,0,0,7.3700000000000000,0,2026-05-27 18:20:30.507311+00,0
217f1ba7-6eb5-4484-b01c-b0adf7c6c592,015eebb1-5788-4650-823e-509644e40eb8,0,0,0,Local,13774,5934,2873,0,0,0,0,0,2026-05-27 18:20:30.507311+00,0
d607ed5a-287a-4e14-96b7-d3ea13f18524,0163eb11-016e-431d-95ff-a44cf7d75d1f,3,0,0,Local,4800,5290,923,0,1,0,0,0,2026-05-27 18:20:30.507311+00,0
