id,league_id,user_id,club_name,club_logo,points,wins,draws,losses,goals_for,goals_against,played,reputation,joined_at,budget,is_bot,bot_strength,country
d14acea9-adb8-47d2-bc8e-5ee1697bd56d,f2435b66-6686-4477-824d-72ef33992bb4,b4f1feb9-cc4a-44e2-90d0-9ff3d3c44ccb,Atlético Campo Grande,🐂,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,71,Brasil
77d3a2c1-e5b5-47d3-9800-7ef003fded38,f2435b66-6686-4477-824d-72ef33992bb4,a62b9653-b988-461f-9796-56db9651227d,Esporte Serra Alta,🔴,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,79,Brasil
3ac853e8-e2c7-452e-b390-c72ecffeafdd,f2435b66-6686-4477-824d-72ef33992bb4,1b48acda-9f0d-4c20-aa53-7485c098f081,Sport Vale Verde,🔵,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,70,Brasil
94ef68b3-548a-4d65-a693-b255db082220,f2435b66-6686-4477-824d-72ef33992bb4,12ad01c5-ef44-402c-a1fa-0c3ef6e920ec,União Pedra Branca,🟢,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,65,Brasil
0e7945ca-9fc1-4d1d-a980-72bb4bd7d327,f2435b66-6686-4477-824d-72ef33992bb4,c1ffa2a5-a34b-4254-9fbb-4d29671ef8fa,Real Lagoa Santa,🟡,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,69,Brasil
95c32f8e-b57d-4877-b607-e92907adb229,f2435b66-6686-4477-824d-72ef33992bb4,046e333a-fbe6-4d01-9237-ac9548cb998f,Inter Porto Alegre,⚫,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,72,Brasil
b7c7c543-b78c-41de-b73c-b4796ff2cc39,f2435b66-6686-4477-824d-72ef33992bb4,cf6660d4-5ddc-4136-ab05-ecfb2e651688,Nacional Bela Vista,⚪,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,80,Brasil
dc1af07e-bc93-408f-a33a-dcd9c3025090,f2435b66-6686-4477-824d-72ef33992bb4,1b81da4f-72b4-4dec-a339-b188f64d14cd,Sporting Cruz Alta,🟣,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,66,Brasil
329a9e96-7d43-4784-82ba-abb568c15f85,f2435b66-6686-4477-824d-72ef33992bb4,26c7ca2b-37e7-4f4a-b5e6-21239bebb6c6,Racing Santo Amaro,🟠,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,80,Brasil
09a7dce0-99db-4a13-b489-6c9303bb66ff,f2435b66-6686-4477-824d-72ef33992bb4,046634bd-3490-47c8-af26-3f0cd330de36,Olimpia Jardim,⚽,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,75,Brasil
7753c398-38f5-4a55-a63c-b56ea453fc13,f2435b66-6686-4477-824d-72ef33992bb4,f4a9a2d8-c792-4829-a26a-b698328056bc,Estrela São Miguel,🏟️,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,70,Brasil
f82ffa8b-2908-4662-b587-b13f6e7ca6ca,f2435b66-6686-4477-824d-72ef33992bb4,feae4485-0bcf-41b0-a454-77b947591198,FC Boa Vista,🦅,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,69,Brasil
b76bafbc-de88-4551-9444-9017765d1f29,f2435b66-6686-4477-824d-72ef33992bb4,6fff8e09-e3d2-4e04-a010-2ae9f71a63ec,SC Alto da Serra,🐺,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,72,Brasil
34f069d2-ae6d-4c0a-b9f0-093a032d1df7,f2435b66-6686-4477-824d-72ef33992bb4,8438f5d3-cac9-470a-b304-8d86d23a444f,AC Morro Alto,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,75,Brasil
