id,user_id,club_name,ranking_points,games_played,wins,draws,losses,last_change,current_competition,updated_at,created_at,prev_position,recent_form,titles_count,titles_data,winning_streak,points_history,goals_for,goals_against,division,coach_name,country,season_points,total_wins,total_draws,total_losses
c6856e4a-e093-4c29-91ba-957a7e60cd09,7a5014e5-f3ac-432a-80ba-f1fe86a4e215,FC Nova Esperança,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.30273+00,14,[],0,[],0,[],0,0,,,,0,0,0,0
0451d328-eb47-4ebf-950c-bbae6b3c60d2,f3f33d03-0430-4e86-8692-916e76d25c44,EC Monte Azul,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.466054+00,15,[],0,[],0,[],0,0,,,,0,0,0,0
205c95e7-2c7f-4331-bbe0-597808bf9bea,7b7e5a54-e389-40ee-95cc-288ffaf02bdf,EC Ponta Grossa,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.178182+00,16,[],0,[],0,[],0,0,,,,0,0,0,0
31943341-a3ef-4f73-9174-bc55d52e731e,f7ffd099-0c8e-430b-bc56-3358e9c9265a,Estrela São Miguel,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.452696+00,17,[],0,[],0,[],0,0,,,,0,0,0,0
0660613a-cb7f-478e-bfdc-70ff2decdbb3,a32564c8-8b38-43a4-aa0c-58d34fa31582,FC Boa Vista,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.668048+00,18,[],0,[],0,[],0,0,,,,0,0,0,0
1fa244ce-c4f4-4a7b-a3a8-cbc0108e1cb4,064085a6-1627-4b96-846c-6343b685fa5d,Esporte Serra Alta,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.765029+00,19,[],0,[],0,[],0,0,,,,0,0,0,0
294bb7a2-a919-4f69-9a38-1515f3f5bec3,0bf3df57-a1dd-4441-b072-9b5d59bf1eaa,Estrela São Miguel,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:02.775715+00,20,[],0,[],0,[],0,0,,,,0,0,0,0
5c64379b-1ae1-4168-9fcf-77c095fb13ac,f4a6a6c1-ae7e-442f-bd67-04cccbcb18f8,Inter Porto Alegre,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.103063+00,21,[],0,[],0,[],0,0,,,,0,0,0,0
d5c4e9b5-7d9a-4cb0-8893-5cd778f93bf9,00b10839-060b-4260-95af-818951ee9d92,Olimpia Jardim,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.462318+00,22,[],0,[],0,[],0,0,,,,0,0,0,0
00e7eaab-ddc8-4c5c-8cc7-d27731755258,affc0999-f79f-4bc9-b883-ce752dcb528c,Sport Vale Verde,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.631133+00,23,[],0,[],0,[],0,0,,,,0,0,0,0
f58ce4cf-c042-4d54-8bd5-9d2b8843fe84,82625cf9-0515-4f6b-84df-9de156d5c85b,Racing Santo Amaro,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 07:00:03.853203+00,24,[],0,[],0,[],0,0,,,,0,0,0,0
f2917416-6500-40da-b202-7d9bbc6ac45a,9a5d2000-b404-4471-838d-3d4aa9ec46a4,SC Alto da Serra,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 08:00:03.437109+00,25,[],0,[],0,[],0,0,,,,0,0,0,0
2d91a6d1-f64f-484f-8f93-fa808ce38a97,e7685ea3-a747-4de7-ac8f-5228a5e1fcce,FC Nova Esperança,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 08:00:03.676317+00,26,[],0,[],0,[],0,0,,,,0,0,0,0
47ce6413-9164-4a38-9582-96d76c95001b,67d0380c-b5db-4e4b-a1a8-15f03be7b733,Sporting Cruz Alta,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 08:00:03.934708+00,27,[],0,[],0,[],0,0,,,,0,0,0,0
f4091adb-03b1-44c3-bc7b-7b39a0e0c3b0,35eeb335-0fed-47fc-bf74-b8d1dce845e6,Sporting Cruz Alta,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:03.920663+00,28,[],0,[],0,[],0,0,,,,0,0,0,0
d3fbc0c3-366b-4834-adb1-01c123a588b6,7371f9f1-afbd-4481-8470-d1640adc4412,Sport Vale Verde,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:04.034045+00,29,[],0,[],0,[],0,0,,,,0,0,0,0
3e712add-37f4-4953-9413-009927f6d110,6ced12fd-02b5-4b4f-a675-d5099878069b,EC Ponta Grossa,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:04.272007+00,30,[],0,[],0,[],0,0,,,,0,0,0,0
2b4387f0-b3b7-40b8-bc57-cbcedfd74bf0,562d7932-cf7d-4b38-83e3-8d105ac955e7,FC Boa Vista,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 09:00:04.42828+00,31,[],0,[],0,[],0,0,,,,0,0,0,0
a6d42bd8-559f-431e-b0f2-c081865e3db8,153bea8c-12ed-4732-8a15-eb29e1482da6,Nacional Bela Vista,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:03.506932+00,32,[],0,[],0,[],0,0,,,,0,0,0,0
44f22c16-cebf-4782-b26a-2e1f75c644e0,8598a58b-4d52-403d-8734-88dd22204a0c,Esporte Serra Alta,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:03.768354+00,33,[],0,[],0,[],0,0,,,,0,0,0,0
a6676a27-06d5-4c74-96d8-1f47022ba4f8,6febb666-f48a-4783-8374-1454b3f9783c,Clube Rio Claro,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:04.003662+00,34,[],0,[],0,[],0,0,,,,0,0,0,0
204c8963-2c99-4346-bd74-0c2a7405f718,a233a0fe-f3df-4324-99b7-e72b5510cde0,Sporting Cruz Alta,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:04.173538+00,35,[],0,[],0,[],0,0,,,,0,0,0,0
af7f468c-c569-4262-bb40-8ad300e436e6,eb35f2b3-dca6-4156-a2da-a698761d1661,AC Vila Rica,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 10:00:04.437865+00,36,[],0,[],0,[],0,0,,,,0,0,0,0
18d420d8-b41d-4ded-bf6b-40395ef04c3f,c7fd623b-53d5-4c93-bc0f-65e90f6d16e4,Sport Vale Verde,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:01.853693+00,37,[],0,[],0,[],0,0,,,,0,0,0,0
52fa9f4d-d11f-4393-a313-e0b56be91f31,b93986fc-b81d-47bf-bef9-5d3eeb9bf437,Sporting Cruz Alta,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:02.172171+00,38,[],0,[],0,[],0,0,,,,0,0,0,0
8464b77e-a322-4c83-9c00-79b740f061e7,b2c26e37-d4c6-4693-bc27-44e6d01a0785,Sport Vale Verde,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:02.349599+00,39,[],0,[],0,[],0,0,,,,0,0,0,0
44a91c72-3fdd-42c9-9c57-68973ce25ddf,3164c50d-bff5-4222-ad69-b97022c69e68,Estrela São Miguel,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:02.557971+00,40,[],0,[],0,[],0,0,,,,0,0,0,0
6c2e18af-09c8-4f3a-9362-58d7490fc68a,788c7752-2075-4a7d-af28-bf222d726fc1,EC Monte Azul,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:01.772759+00,41,[],0,[],0,[],0,0,,,,0,0,0,0
3a8dfe64-c7cf-4aa3-a60b-735ef3915f0c,d6b2b3e1-5f02-41a3-b4f4-44a57431f00d,EC Ponta Grossa,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:02.171055+00,42,[],0,[],0,[],0,0,,,,0,0,0,0
349f30b3-da02-4eb1-b502-0276f0aec7ea,791a33a6-4523-4f3f-8e48-e6a3add9812b,Nacional Bela Vista,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:02.395832+00,43,[],0,[],0,[],0,0,,,,0,0,0,0
ba341d27-90b5-4c9a-9296-21fa41e6963d,96d232d9-7682-4aa2-8b6e-96fea47e0ad9,Clube Rio Claro,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:02.574474+00,44,[],0,[],0,[],0,0,,,,0,0,0,0
4d9a5863-93b7-41d8-88fa-314732fe6162,9b322c3c-f265-4132-bd78-7caf9ba46dfb,Racing Santo Amaro,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:02.739427+00,45,[],0,[],0,[],0,0,,,,0,0,0,0
0ed7ddda-bbc7-4756-bacf-599099cdc9cf,ee640bb3-2455-4b63-9396-2228d2404868,Real Lagoa Santa,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:03.054555+00,46,[],0,[],0,[],0,0,,,,0,0,0,0
e9f87c3b-4c6d-48d4-a2ec-11361a29dc72,13fe2ac9-15ba-48a9-af59-665b7680a1d7,AC Morro Alto,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:03.677947+00,47,[],0,[],0,[],0,0,,,,0,0,0,0
0f8f5da0-e3c6-4411-b0f5-75a993c93a06,9849f521-9c43-4404-bb5d-e9fd80710658,AC Vila Rica,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:03.938005+00,48,[],0,[],0,[],0,0,,,,0,0,0,0
7b5af8f2-e5d0-4f2f-98ac-2d526f49a581,bc908fc6-a69c-41df-98b0-dd862f51816b,FC Nova Esperança,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:02.028471+00,49,[],0,[],0,[],0,0,,,,0,0,0,0
41b5fb54-8207-4a27-b5ae-15c84261fac7,cc3ee0d8-5b04-442b-a204-bdabc22532b0,SC Alto da Serra,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:02.521827+00,50,[],0,[],0,[],0,0,,,,0,0,0,0
a4170159-0ade-4888-9265-0072935fc781,a75f0544-8f69-470c-bf5b-c0408e663a98,FC Nova Esperança,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:02.744497+00,51,[],0,[],0,[],0,0,,,,0,0,0,0
228d6c80-efb9-4501-baf3-966bf374adf9,395f38cb-57ba-412a-9834-3aa87a1680d3,FC Nova Esperança,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:04.313575+00,52,[],0,[],0,[],0,0,,,,0,0,0,0
61fb904b-f63d-4914-a663-4fcbb2743456,aa11136a-f9f0-4bc2-b9e5-8d14bcb072f0,SC Sol Nascente,14,1,1,0,0,14,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:04.698493+00,53,[],0,[],0,[],0,0,,,,0,0,0,0
0cb97b9b-486f-4bfe-9cf6-0e764ba9b529,ebf09a14-f4f2-45f6-b240-2941b5f68b98,Sport Vale Verde,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:04.084463+00,54,[],0,[],0,[],0,0,,,,0,0,0,0
1f09c495-c9a7-402d-a8cb-3d519dd0823c,ee14f612-3456-4a58-8977-3593aff6c6c1,Nacional Bela Vista,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:04.174962+00,55,[],0,[],0,[],0,0,,,,0,0,0,0
fd9663aa-9726-41af-83e4-9527709b2b94,241b21bc-bd5d-49cf-9abb-ac31193cee8f,Estrela São Miguel,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:01.621248+00,56,[],0,[],0,[],0,0,,,,0,0,0,0
c804d0d7-e71a-4dee-bd89-31c0a8eee955,4a21d619-f628-4c01-9b2f-27738daed0e3,SC Alto da Serra,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:01.760025+00,57,[],0,[],0,[],0,0,,,,0,0,0,0
f878fe68-ed81-497d-b23e-0f3a7bda3111,9dd37982-a70a-431f-a98e-00a4d9c2679d,SC Alto da Serra,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:02.141757+00,58,[],0,[],0,[],0,0,,,,0,0,0,0
ed743771-bd45-414c-b702-fa8b9ffa9284,b13821c6-0711-4f46-9706-dbf087799624,SC Sol Nascente,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:02.261653+00,59,[],0,[],0,[],0,0,,,,0,0,0,0
ce27d11a-767d-4a42-a34a-d13dcb6704f5,2d1efac1-b3f7-4cad-ac39-5a654b7b4564,Real Lagoa Santa,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:04.854077+00,60,[],0,[],0,[],0,0,,,,0,0,0,0
fd321bf2-c85d-4b80-84d6-cd550920de56,fa13a49a-910d-48cd-b987-21d7c278a139,Estrela São Miguel,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:04.922234+00,61,[],0,[],0,[],0,0,,,,0,0,0,0
961de47e-2083-4939-9ea1-e7c18b9b8cb3,f2d68ccf-5e0d-4b78-ab8e-9bbee81d430e,Olimpia Jardim,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:05.063242+00,62,[],0,[],0,[],0,0,,,,0,0,0,0
37a572ec-a5b0-49fe-9a73-c7ca6520da7d,1a07bb3e-77d8-4eeb-ad81-eceea72af25d,Nacional Bela Vista,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:05.128673+00,63,[],0,[],0,[],0,0,,,,0,0,0,0
62cc46f4-14ee-4d8a-b3fe-a1a54b32c292,081c3b16-7745-41a1-ad2d-7f7b7914739e,Clube Rio Claro,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-09 23:00:02.623411+00,64,[],0,[],0,[],0,0,,,,0,0,0,0
6229cfde-e47e-419d-a139-9e9cf6d8d89e,36cb9065-dc59-4ec8-a5f2-75d8c09352fd,Atlético Campo Grande,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-09 23:00:02.779931+00,65,[],0,[],0,[],0,0,,,,0,0,0,0
6673b8b0-6e45-4cd4-834c-b6c9075c2442,2041e8b5-f3a8-4ed0-bfe3-4a2b538214b8,Clube Rio Claro,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.618968+00,66,[],0,[],0,[],0,0,,,,0,0,0,0
998ad399-f953-4206-9bad-772ec6449664,92e9a794-79f5-400d-adb9-965fac9188ec,Racing Santo Amaro,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.686692+00,67,[],0,[],0,[],0,0,,,,0,0,0,0
22f4aab0-9eb8-41f6-8739-14b649df8e70,06b2613f-3762-4d1e-bc2e-f61e1a901040,Estrela São Miguel,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 06:00:05.285747+00,68,[],0,[],0,[],0,0,,,,0,0,0,0
a27863cd-ced7-4d04-845f-d949be8af52d,91da12ea-0b81-4507-8780-ffd4667d4530,EC Ponta Grossa,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:01.987052+00,69,[],0,[],0,[],0,0,,,,0,0,0,0
bcb3d0fa-857c-4d15-b8f3-052d16c6dae8,7e2c0475-fcc3-4f47-a114-34d550438a60,União Pedra Branca,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 12:00:02.051586+00,70,[],0,[],0,[],0,0,,,,0,0,0,0
0e1a96cf-35d6-4b01-87ab-334f7034b546,2f8d1436-0ec1-497d-a300-1abee68aea77,Esporte Serra Alta,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:01.944748+00,71,[],0,[],0,[],0,0,,,,0,0,0,0
b5d4a755-e242-4795-960e-a20e71cc38cb,3d02e938-1786-410a-8632-614178669522,FC Nova Esperança,5,1,0,1,0,5,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 14:00:02.024237+00,72,[],0,[],0,[],0,0,,,,0,0,0,0
9bfe946b-db08-4650-97fb-bd15bd1e460e,446905d7-4b2e-429c-a6d0-9a50ff075193,EC Ponta Grossa,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 01:00:04.015028+00,73,[],0,[],0,[],0,0,,,,0,0,0,0
bc09bc6b-398a-464c-8f2a-c5b8d226ae25,1f7672b0-05dc-4777-ad4f-9a545758315d,Olimpia Jardim,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 01:00:04.141672+00,74,[],0,[],0,[],0,0,,,,0,0,0,0
6104d1c4-76d1-45ac-afd2-06f38f573924,2558ec47-7c6b-4a2c-831f-a6cd303a907d,SC Alto da Serra,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:02.906648+00,75,[],0,[],0,[],0,0,,,,0,0,0,0
8b4e4ce7-2748-476a-b521-02cc7b3f47ac,2183ef2c-3bf6-4def-bb1e-7ef37e411d3f,EC Monte Azul,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:03.134348+00,76,[],0,[],0,[],0,0,,,,0,0,0,0
e6ea2943-b05a-48ee-9c19-e8c2f0e88c32,f1b4e677-1d91-4eb9-8bf6-52a5e734902b,Atlético Campo Grande,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:03.743276+00,77,[],0,[],0,[],0,0,,,,0,0,0,0
47a4ddaf-d784-49ef-910f-98cb97ebef2b,a5d7effa-e364-4161-864f-61715fc6e827,Clube Rio Claro,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 02:00:03.871147+00,78,[],0,[],0,[],0,0,,,,0,0,0,0
509b9998-1615-4b5c-af0e-e9f759955dad,46dea232-f501-450b-8058-04020bebcc3b,Real Lagoa Santa,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:01.966922+00,80,[],0,[],0,[],0,0,,,,0,0,0,0
89a7d381-994a-44ac-892a-f0eedcd3387e,ba526ad8-e7bc-44ed-9dc1-75bd3abd4ac8,Olimpia Jardim,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:02.607396+00,81,[],0,[],0,[],0,0,,,,0,0,0,0
29398bc3-29e6-48b1-a670-66350ffedb68,8889c886-7f5f-4cdc-88df-f7ec6df34a20,União Pedra Branca,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 03:00:02.799568+00,82,[],0,[],0,[],0,0,,,,0,0,0,0
06d7e46b-dada-49df-9d50-b73c13ee97a5,4d292701-708f-4473-8d86-06c958b5c721,AC Morro Alto,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:04.464822+00,83,[],0,[],0,[],0,0,,,,0,0,0,0
a110aa87-d78d-4980-a400-f71ea12105f3,891dbbf1-16b1-41c0-b945-0c5bb4cc44e2,Racing Santo Amaro,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:04.61552+00,84,[],0,[],0,[],0,0,,,,0,0,0,0
7d22c920-3ff4-44f0-94d4-c9c62986f40d,1ad3bfa6-ee03-4dbc-9e39-8c99c24872a0,Atlético Campo Grande,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-09 23:00:03.065+00,85,[],0,[],0,[],0,0,,,,0,0,0,0
91722101-293b-406c-aaa2-e8525fedc606,d1c9c600-98b5-4780-a7ce-1f90a8e53a8d,Inter Porto Alegre,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-09 23:00:03.214459+00,86,[],0,[],0,[],0,0,,,,0,0,0,0
5c5f8e5a-ca71-4b9e-83cb-84849aea6513,2da148f5-d4b2-4868-85b6-374813cafe1b,Nacional Bela Vista,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-09 23:00:03.433099+00,87,[],0,[],0,[],0,0,,,,0,0,0,0
0c835011-f3f9-4adf-b901-a5f48cb1d176,61b419c3-7dc2-4ec5-bc6f-92205cfeca93,Estrela São Miguel,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-09 23:00:03.638767+00,88,[],0,[],0,[],0,0,,,,0,0,0,0
9d45e98d-0c5f-4be9-a883-15f66501a297,ddcf0ac9-f3f7-42ac-8b26-48a8351cc8ee,EC Monte Azul,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 04:00:05.279888+00,89,[],0,[],0,[],0,0,,,,0,0,0,0
d51a4e64-39e8-45a4-a9be-8720b46d598d,1520dc9e-e859-4bb7-b614-4f8e9e1cabb5,Inter Porto Alegre,0,1,0,0,1,-7,Copa,2026-05-24 23:06:51.698657+00,2026-05-10 05:00:03.008713+00,90,[],0,[],0,[],0,0,,,,0,0,0,0
