id,league_id,team_id,season_month,season_year,played,wins,draws,losses,goals_for,goals_against,points,updated_at,country,last_5_games,sequence,win_rate,qualified_for_mundial
88bc9f91-0eb2-4060-b1fa-f8fd35cf74f0,85e98474-9e1e-422a-a371-96f0209b7a4a,67a6a4f6-39b6-4b08-908a-82c50f98d6e4,1,2026,27,12,8,7,41,30,44,2026-05-27 18:43:34.594372+00,Brasil,DEVVV,-,0.00,f
4ff30e9d-25ce-486c-ae93-c92705435097,85e98474-9e1e-422a-a371-96f0209b7a4a,4f46a157-7bdc-4c1a-b61b-2372156b830a,1,2026,27,17,4,6,42,27,55,2026-05-27 18:43:34.594372+00,Brasil,VEVVV,-,0.00,f
0a739ac9-17de-4d0d-b0fb-634453060367,85e98474-9e1e-422a-a371-96f0209b7a4a,702f9d8e-e4ef-4f18-8d5d-f4b182f6b300,1,2026,27,12,5,10,37,36,41,2026-05-27 18:43:34.594372+00,Brasil,DDEDD,-,0.00,f
dbebc505-28af-4f8e-8a22-cd885d8d1329,85e98474-9e1e-422a-a371-96f0209b7a4a,68548974-2653-4c89-9c9e-45a464eefa62,1,2026,27,9,6,12,32,34,33,2026-05-27 18:43:34.594372+00,Brasil,EDDVD,-,0.00,f
e6225994-15e4-4b49-af36-d576e0d87323,85e98474-9e1e-422a-a371-96f0209b7a4a,1a6469e9-84d6-4baf-816c-24ab9743cc41,1,2026,27,11,4,12,40,43,37,2026-05-27 18:43:34.594372+00,Brasil,DVDDE,-,0.00,f
0d39f9ca-07c9-4b3e-929e-d85436c7b6a2,85e98474-9e1e-422a-a371-96f0209b7a4a,ae347f48-df43-4ab5-ad85-30c1f4e29a02,1,2026,28,13,6,9,43,33,45,2026-05-27 18:43:34.594372+00,Brasil,VVEVD,-,0.00,f
9fc7a0c7-c85d-48c3-98fa-b659e08fd983,85e98474-9e1e-422a-a371-96f0209b7a4a,a66f2071-0159-4e15-8552-980d67fbaf2f,1,2026,28,9,5,14,37,46,32,2026-05-27 18:43:34.594372+00,Brasil,DDVVE,-,0.00,f
c92d6a03-31ab-44ae-ba43-b20d7a707fce,bfcbb2dc-20ea-4129-8d0a-66beb1d8138a,ffacbb5e-5aa1-40d0-8826-7426d47fdbba,1,2026,26,13,3,10,28,27,42,2026-05-27 21:10:45.192149+00,Brasil,EDVDV,-,0.00,f
792cb2b3-832c-4acd-a649-1d7780a41f0f,bfcbb2dc-20ea-4129-8d0a-66beb1d8138a,f6d31d21-c668-4d78-922c-1982ca6925d1,1,2026,27,9,10,8,34,33,37,2026-05-27 21:10:45.192149+00,Brasil,EDDVD,-,0.00,f
4959fd41-d501-4e65-8b2c-00afb2df618e,bfcbb2dc-20ea-4129-8d0a-66beb1d8138a,d45143af-39f0-43c8-bf93-5bd122b74562,1,2026,28,7,11,10,34,39,32,2026-05-27 21:10:45.192149+00,Brasil,EVVDV,-,0.00,f
5d123386-d785-440b-8e21-51e6237d15b7,bfcbb2dc-20ea-4129-8d0a-66beb1d8138a,cab04908-aeb0-425f-89be-ee38533bcce8,1,2026,28,10,7,11,34,42,37,2026-05-27 21:10:45.192149+00,Brasil,EEDDE,-,0.00,f
e6201502-fdc3-433e-af39-f12559898a8b,c6633490-aa31-4fe7-a342-42bfe744343b,d57a260b-11d7-4ddd-baa4-66a3ce56bdb9,1,2026,26,8,6,12,28,33,30,2026-05-27 20:56:29.947404+00,Brasil,EVDVD,-,0.00,f
d640c34f-161a-4016-9171-9652e2dbe287,c6633490-aa31-4fe7-a342-42bfe744343b,3be87666-d9f7-4832-85ca-7442000fbbe9,1,2026,27,11,5,11,40,43,38,2026-05-27 20:56:29.947404+00,Brasil,VVVVD,-,0.00,f
1b829182-1a5e-4384-ad1b-408ac3a002dd,c6633490-aa31-4fe7-a342-42bfe744343b,b6c4d896-81d4-44be-9b5d-8723e9fbf102,1,2026,26,10,8,8,37,36,38,2026-05-27 20:56:29.947404+00,Brasil,EDEEV,-,0.00,f
cf4404b2-1fdf-4c88-81a5-5fac188e09cb,c6633490-aa31-4fe7-a342-42bfe744343b,9f669fba-aee1-4463-a6ac-ab603f4e9bfe,1,2026,27,13,5,9,38,32,44,2026-05-27 20:56:29.947404+00,Brasil,DDDDV,-,0.00,f
e2ae5662-6b8b-4025-9149-0b0ed7858145,c6633490-aa31-4fe7-a342-42bfe744343b,8b0e91ca-fa06-466f-9a3a-851738794f12,1,2026,27,13,4,10,39,33,43,2026-05-27 20:56:29.947404+00,Brasil,DDVVE,-,0.00,f
499f5723-b900-43ed-b304-470b4646ebbd,c6633490-aa31-4fe7-a342-42bfe744343b,57e2f7e3-e51c-4034-817e-f4ca045ef1f9,1,2026,26,10,6,10,38,38,36,2026-05-27 20:56:29.947404+00,Brasil,VVEVV,-,0.00,f
130f84f3-d910-4787-9d96-92bcc3b626b8,c6633490-aa31-4fe7-a342-42bfe744343b,491d9474-68a6-4cd4-be2f-5b1451170c60,1,2026,27,9,6,12,38,38,33,2026-05-27 20:56:29.947404+00,Brasil,VVVED,-,0.00,f
2195ebb2-c76a-4bd0-ad11-1bcb2a445f1c,c6633490-aa31-4fe7-a342-42bfe744343b,ccd6a4b6-d81e-4095-b634-bd86586fabbb,1,2026,27,8,6,13,35,41,30,2026-05-27 20:56:29.947404+00,Brasil,EVDDV,-,0.00,f
a7b526c1-d5d1-4727-958f-ddfb063b4e1e,c6633490-aa31-4fe7-a342-42bfe744343b,3662947f-56d8-456a-8972-75dee6332e38,1,2026,27,8,8,11,36,35,32,2026-05-27 20:56:29.947404+00,Brasil,DDDED,-,0.00,f
0fdafdee-08b4-47d9-8d3c-b277170cb560,c6633490-aa31-4fe7-a342-42bfe744343b,4596d76b-315b-4119-939a-8de1a67a4bca,1,2026,26,8,7,11,32,35,31,2026-05-27 20:56:29.947404+00,Brasil,DVEDV,-,0.00,f
9241ae2a-1477-4933-aa36-e5e6f516c999,c6633490-aa31-4fe7-a342-42bfe744343b,c60af403-73b8-467e-b999-0590d10a47f9,1,2026,27,10,11,6,39,33,41,2026-05-27 20:56:29.947404+00,Brasil,EVDEE,-,0.00,f
cb1ef7b0-b1b5-4255-9f4b-f24a193e0236,c6633490-aa31-4fe7-a342-42bfe744343b,c7706623-96cf-427e-812a-30e49c690c69,1,2026,28,6,10,12,32,41,28,2026-05-27 20:56:29.947404+00,Brasil,EDVDV,-,0.00,f
434e414c-9f6d-4ec2-a256-10679170562c,c6633490-aa31-4fe7-a342-42bfe744343b,c668151f-e0f4-451d-b735-c6bba3d2aa6a,1,2026,28,11,7,10,33,37,40,2026-05-27 20:56:29.947404+00,Brasil,EEVED,-,0.00,f
7914d673-0a2d-4f49-9aeb-3cf401bbdc26,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,f487cc95-5b79-4b5f-b8c4-9dbbf7eafbf5,1,2026,27,6,9,12,28,36,27,2026-05-27 18:43:45.783477+00,Brasil,VEVED,-,0.00,f
58583947-e9a7-40dd-9caf-713f361ac0c2,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,9f70ce0b-2839-47ad-931d-874c43304ed6,1,2026,27,10,8,9,41,37,38,2026-05-27 18:43:45.783477+00,Brasil,DDEVD,-,0.00,f
c1212c00-05a7-444a-b8ee-1950aa2f9b72,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,8caaa686-2d48-417f-8da9-78fd840cbfc2,1,2026,27,8,11,8,31,37,35,2026-05-27 18:43:45.783477+00,Brasil,DEDVV,-,0.00,f
c3b432ed-080d-4646-9590-1847deaa0730,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,a1e0ccca-acb7-487c-a461-f59ca6a8e1f0,1,2026,27,14,5,8,36,32,47,2026-05-27 18:43:45.783477+00,Brasil,DDDED,-,0.00,f
9bacd111-6889-4bdc-b1ae-996000c863dd,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,1deca4b1-8348-41b0-8abf-b3b30af61021,1,2026,27,8,6,13,27,32,30,2026-05-27 18:43:45.783477+00,Brasil,DVVVV,-,0.00,f
0be4de09-b15b-4bc2-9003-9cd10b881dd8,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,4ca1b397-0a70-42c2-9650-5849c6642b69,1,2026,27,11,7,9,35,29,40,2026-05-27 18:43:45.783477+00,Brasil,VVVED,-,0.00,f
da5b2b5c-d05e-4146-9b5e-36e15c838a81,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,03205468-8d1a-4c66-94cb-28ff69540aa6,1,2026,27,13,6,8,38,35,45,2026-05-27 18:43:45.783477+00,Brasil,DDDDE,-,0.00,f
42a3c9f9-dc4d-42e9-befd-596c3304a371,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,92b95421-321e-404c-8b19-d4575c8b2c7b,1,2026,26,6,6,14,28,42,24,2026-05-27 18:43:45.783477+00,Brasil,DDVED,-,0.00,f
11764057-bb54-45a3-a0d7-0319c1a47693,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,fa22ef8e-b5bb-4b15-b1ac-e1eba4e78a11,1,2026,26,13,5,8,42,34,44,2026-05-27 18:43:45.783477+00,Brasil,VVEDD,-,0.00,f
779a0b99-d4ba-42ac-93eb-cdbb43aef86c,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,f0d85a14-476a-4813-b90e-6a7a781bcaa8,1,2026,27,12,7,8,43,33,43,2026-05-27 18:43:45.783477+00,Brasil,VVDVV,-,0.00,f
54b8ab80-5c6f-474e-b0a1-2660539a91f0,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,543df64a-61d1-4266-81ec-70ea36cb7b1b,1,2026,27,12,3,12,37,35,39,2026-05-27 18:43:45.783477+00,Brasil,DVVDV,-,0.00,f
f6892838-cdd8-498c-b11f-a4dcfbb1f6f5,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,4bbc3686-57cc-42b9-8cb1-81d6e29deb86,1,2026,27,14,4,9,34,25,46,2026-05-27 18:43:45.783477+00,Brasil,VEEDD,-,0.00,f
42c56eed-527e-493d-a4d1-6370f8acfb2e,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,101b0596-0a74-47c7-8f70-94549ed3850a,1,2026,27,8,9,10,25,31,33,2026-05-27 18:43:45.783477+00,Brasil,VVVDV,-,0.00,f
4aac7c27-17d7-4c06-bb85-4a7e57f7af58,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,675ff650-fd41-4dc8-ba62-671f05dc014b,1,2026,27,11,6,10,34,29,39,2026-05-27 18:43:45.783477+00,Brasil,VDVDV,-,0.00,f
406ea6cd-5b68-4991-8c04-0c50a46eaa37,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,eb0716a5-1e29-4ee4-b0f8-e75fcf8d3ec9,1,2026,28,8,6,14,27,35,30,2026-05-27 18:43:45.783477+00,Brasil,DDDDV,-,0.00,f
0bb3457f-ab9a-444b-a549-f38cf50f66ad,c8fd86b1-50fd-4dd0-aa63-576d3028bf2e,d2435abd-7266-47eb-810d-5c32b279c8a3,1,2026,28,10,6,12,29,33,36,2026-05-27 18:43:45.783477+00,Brasil,VEDVD,-,0.00,f
684285e9-b172-447a-8882-c09155c0c079,c6633490-aa31-4fe7-a342-42bfe744343b,8c674111-5fd3-4589-a926-dea91944c3f1,1,2026,27,15,8,4,44,26,53,2026-05-27 20:56:29.947404+00,Brasil,VVDEE,-,0.00,f
b0402251-8920-474d-85d5-7b1018025480,c6633490-aa31-4fe7-a342-42bfe744343b,388640d0-7a3d-4365-b98a-b1c46c5c2f79,1,2026,27,11,6,10,35,37,39,2026-05-27 20:56:29.947404+00,Brasil,DEDVV,-,0.00,f
0b6a2d55-c833-414a-b954-a6f6ce36f47d,c6633490-aa31-4fe7-a342-42bfe744343b,f9aaf215-5012-4ebc-a3cc-61086ab7e8d3,1,2026,27,11,3,13,32,38,36,2026-05-27 20:56:29.947404+00,Brasil,VDDVD,-,0.00,f
2a2014f6-8af3-4dd7-be53-d160b6b3c74b,e7a86a61-9a63-45ad-9e1b-a76dee440860,1bf87597-386d-4269-891e-115eaccc3161,1,2026,27,10,6,11,31,31,36,2026-05-27 21:05:58.344306+00,Brasil,VDVDV,-,0.00,f
8f040ad3-79dd-47f4-af00-af50436d0a75,e7a86a61-9a63-45ad-9e1b-a76dee440860,4fa17e67-4814-4010-831a-b142e358c565,1,2026,27,6,8,13,29,38,26,2026-05-27 21:05:58.344306+00,Brasil,DDDVE,-,0.00,f
f5d0aded-4b43-472e-9ce7-609a05dbb4b1,e7a86a61-9a63-45ad-9e1b-a76dee440860,e6e6be0d-4cd1-4dbd-a502-86676d26c636,1,2026,27,10,8,9,33,34,38,2026-05-27 21:05:58.344306+00,Brasil,EEVVD,-,0.00,f
87af5331-9724-4d2c-b76f-9d2f215b15e3,e7a86a61-9a63-45ad-9e1b-a76dee440860,76792390-abf2-48a0-8a55-818d50431b52,1,2026,27,9,7,11,36,35,34,2026-05-27 21:05:58.344306+00,Brasil,DVDEV,-,0.00,f
613a2099-f497-4b4c-8eff-9caeb82607a7,e7a86a61-9a63-45ad-9e1b-a76dee440860,d0ec6a43-6908-45a3-835a-66e1c79e94f9,1,2026,28,10,5,13,36,45,35,2026-05-27 21:05:58.344306+00,Brasil,VDDDE,-,0.00,f
7e5445a1-c9c5-4304-85a6-ef6a5bea6062,e7a86a61-9a63-45ad-9e1b-a76dee440860,6b4ef4d6-165f-4b6d-be85-6899f6c85df6,1,2026,27,11,8,8,36,32,41,2026-05-27 21:05:58.344306+00,Brasil,EDVVE,-,0.00,f
f26bbca5-bcfb-47dc-8bf1-65348f95c887,e7a86a61-9a63-45ad-9e1b-a76dee440860,3a259630-d3b2-4e2d-bebb-07e023da84fa,1,2026,27,11,6,10,35,39,39,2026-05-27 21:05:58.344306+00,Brasil,EEDVV,-,0.00,f
a4d59c8a-8bfd-4d5f-b87e-5c940da94aeb,e7a86a61-9a63-45ad-9e1b-a76dee440860,540450e1-671b-4edb-b176-1202a161b619,1,2026,27,7,8,12,26,35,29,2026-05-27 21:05:58.344306+00,Brasil,DVDDE,-,0.00,f
01490687-43ca-4d62-9372-c46bc5d5198b,e7a86a61-9a63-45ad-9e1b-a76dee440860,c22e19e8-a9b3-4b9c-aaff-8bad96b4980d,1,2026,27,15,5,7,47,33,50,2026-05-27 21:05:58.344306+00,Brasil,DVVVE,-,0.00,f
4e4c2bee-d1da-455d-a3d7-c651d241f022,e7a86a61-9a63-45ad-9e1b-a76dee440860,847284fe-eb50-42e0-b086-106a47fac339,1,2026,27,11,5,11,28,30,38,2026-05-27 21:05:58.344306+00,Brasil,EEVDD,-,0.00,f
cef0ba6c-9ccf-409e-8024-1a515685c818,e7a86a61-9a63-45ad-9e1b-a76dee440860,db2b689d-91ab-4527-805a-7e228bb82bce,1,2026,27,11,7,9,35,33,40,2026-05-27 21:05:58.344306+00,Brasil,VVDVE,-,0.00,f
66ef3f10-c82d-4353-850b-65c41bb9ac56,e7a86a61-9a63-45ad-9e1b-a76dee440860,c578320e-8b78-485a-8401-01d96501f817,1,2026,28,8,5,15,32,35,29,2026-05-27 21:05:58.344306+00,Brasil,DEDDD,-,0.00,f
4eee2d0a-f574-498a-b780-62aee3d27dee,e7a86a61-9a63-45ad-9e1b-a76dee440860,8cf3fe99-168d-48c1-adc1-3734ac16d594,1,2026,27,13,8,6,33,22,47,2026-05-27 21:05:58.344306+00,Brasil,EVVDD,-,0.00,f
9c1d9601-01ad-4fda-ab09-ba092f4d11f6,e7a86a61-9a63-45ad-9e1b-a76dee440860,f9ddfe3d-1ff1-499d-8761-4e1be0f506a8,1,2026,27,12,5,10,32,30,41,2026-05-27 21:05:58.344306+00,Brasil,EDVDD,-,0.00,f
0731d451-1012-4de5-92c7-60b4994769bb,e7a86a61-9a63-45ad-9e1b-a76dee440860,017399fa-b2c2-4af0-9900-7551eb47914a,1,2026,27,10,7,10,36,36,37,2026-05-27 21:05:58.344306+00,Brasil,VDDEV,-,0.00,f
6764e5e2-c36a-4c4a-bb92-da428eadb6fa,e7a86a61-9a63-45ad-9e1b-a76dee440860,62c86d0e-2799-4ec1-8acc-94974e5127a4,1,2026,27,11,6,10,32,29,39,2026-05-27 21:05:58.344306+00,Brasil,VVVVV,-,0.00,f
be1bd265-0bee-46ca-9bdd-72f5c2d72ba4,93fd0ad6-688d-44bc-a701-3152afe1b197,1f9a3ea3-46a1-447d-9bb8-8ee88389104b,1,2026,27,12,6,9,36,30,42,2026-05-27 21:06:50.975813+00,Brasil,VEVVV,-,0.00,f
76d74f25-2daa-4b3d-ac5a-3db35f486748,93fd0ad6-688d-44bc-a701-3152afe1b197,07cdc29b-7f68-4a0f-8b4d-fe05163846f1,1,2026,27,10,7,10,34,36,37,2026-05-27 21:06:50.975813+00,Brasil,DVVEV,-,0.00,f
391c2453-d1a1-4658-b27d-5700b9cf01ed,93fd0ad6-688d-44bc-a701-3152afe1b197,6c1064a2-749a-416c-85c7-d0ddc3e7e757,1,2026,27,7,8,12,31,40,29,2026-05-27 21:06:50.975813+00,Brasil,VEEDE,-,0.00,f
14c5299a-b129-4f85-a7c3-a53c3cb74025,93fd0ad6-688d-44bc-a701-3152afe1b197,07aff4e2-bfb1-4642-9fef-76d182d48cec,1,2026,27,11,7,9,46,38,40,2026-05-27 21:06:50.975813+00,Brasil,DEDVV,-,0.00,f
