id,name,code,owner_id,max_members,status,season,current_round,created_at,season_status,country,auto_created,league_type,season_start,season_end,total_rounds,round_interval_hours,division,tier,tier_level,season_month,season_year,match_time,division_level,prizes_paid
e8a7ff74-e70c-4df8-a64f-68b1ed6edb1b,Liga Distritales,P9KFUF,28a7f06b-44ad-40e1-a4eb-50466b3c2d56,16,waiting,1,16,2026-04-30 23:00:14.621718+00,in_progress,PA,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
e908f84e-038c-479b-851c-28d855987b24,Segunda División,VUSIXR,4519fb62-8d62-4b11-b5a0-b9d429940492,16,waiting,1,16,2026-04-30 23:00:13.77222+00,in_progress,CR,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
ed9c27a0-da4b-478e-96fe-f3d497b8f0d7,PY Várzea,O66CJ4,73adab01-6bcf-43a1-9d84-416355c82d2c,16,waiting,1,16,2026-04-28 23:00:04.943047+00,in_progress,PY,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
f149bfac-0c0b-4a1d-959b-b39cb02b3a53,Primera C,J4PBQP,0b963ded-bd4a-4a9b-b131-04dd27bc39cc,16,waiting,1,16,2026-04-30 23:00:03.493895+00,in_progress,AR,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
f2435b66-6686-4477-824d-72ef33992bb4,Brasileirão Série B,FCJ9OZ,03536846-24a1-4f11-a11e-540d0d3d88f0,16,waiting,1,16,2026-04-30 23:00:02.687047+00,in_progress,BR,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
f2f67cc3-9c88-4e3f-b84d-2bcfd89fb25d,Provincial,2NM6Z8,b75432b8-4006-4e7a-92c0-ee378a573f78,16,waiting,1,16,2026-04-30 23:00:06.248264+00,in_progress,EC,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
f619c600-747f-49e1-939c-00ba06d05019,Qatari Second Division,UTQGXZ,a0d87265-79af-4fe8-ad17-9752e51847db,16,waiting,1,16,2026-04-30 23:00:20.371616+00,in_progress,QA,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
f95a8cf9-5061-4ca5-a16d-b3cb450aa604,MA Várzea,F6TIIP,37b83cd2-70ec-4d0c-b535-0dac5b909112,16,waiting,1,16,2026-04-28 23:00:18.433707+00,in_progress,MA,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
fa687bc9-dbf0-4831-bb48-7dc5c941e11f,League1 Canada,1TSXLA,b4cacfdf-8f8d-4fa3-9ef0-d8d208fd8751,16,waiting,1,16,2026-04-30 23:00:13.314967+00,in_progress,CA,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
fadd72c9-8c42-4a14-8a36-7526799fe528,UY Várzea,ZJ818M,508d371b-2a30-4a86-8f5f-2c765205709d,16,waiting,1,16,2026-04-28 23:00:04.345084+00,in_progress,UY,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
17dc87f4-d6f8-4f97-a815-59e468a0257d,UAE Pro League,YU1EDP,47c9362c-f61b-49b3-a730-4589867e3870,16,waiting,1,16,2026-04-30 23:00:22.030826+00,in_progress,AE,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
1976a1fd-497f-45ee-95aa-fbba6ecd5930,National 1,169ZMK,4ce257c5-e179-4168-9aee-a1930b5f694d,16,waiting,1,16,2026-04-30 23:00:16.804171+00,in_progress,SN,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
3713e713-3332-4b60-a5d7-cfe90beff8f3,K League 1,GP4MFK,9154e8f4-75e3-47b8-9855-4c4197f0c96b,16,waiting,1,16,2026-04-30 23:00:18.847452+00,in_progress,KR,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
4206d9ef-4d4a-4e9c-9fc3-1cd9c658441b,Tercera División A,9BTXCL,5a1338f7-b40b-4e47-af20-6cf470742e21,16,waiting,1,16,2026-04-30 23:00:04.824413+00,in_progress,CL,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
49e41206-5d8e-496b-96e5-27f00d8d29a7,División de Honor,42W92P,fe50456a-d546-4916-8915-268c7c0a2d62,16,waiting,1,16,2026-04-30 23:00:04.146382+00,in_progress,PY,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
4c89b2d9-c12e-4078-a42a-6ef328f0ee96,Tweede Divisie,CN3TG8,144d5ca5-ccd7-449c-afbb-c7e38cf5e4a1,16,waiting,1,16,2026-04-30 23:00:10.732143+00,in_progress,NL,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
68e33c24-61ac-421b-804d-74b0bc1660c0,Chinese Super League,6NYKAC,70f099b2-8ac8-4b60-b1fd-7939fb3b0dc3,16,waiting,1,16,2026-04-30 23:00:19.323138+00,in_progress,CN,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
841374b2-0b35-48ef-9002-00e5e7a660ff,Botola Pro 1,9NYHAW,a3a8f1d6-5383-4250-b433-6d00a2c347b8,16,waiting,1,16,2026-04-30 23:00:15.269916+00,in_progress,MA,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
87d69b92-584e-49f4-b296-202056eec9b4,PLSQ,JTHLB2,86cfad69-65a5-4211-a4fa-c09c826d2d52,16,waiting,1,16,2026-04-30 23:00:13.376371+00,in_progress,CA,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
a0a69bbe-c258-4d39-907e-586bc7273994,Eredivisie,JB30JO,c48b2b9f-0dd9-49f8-a1a3-c098d73089f1,16,waiting,1,16,2026-04-30 23:00:10.571404+00,in_progress,NL,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
c6c3be97-b971-4091-a051-1cd6a5cec7b4,Canadian Premier League,TUS8P3,3f2fdb2f-2c45-4bee-a44c-6791b896017b,16,waiting,1,16,2026-04-30 23:00:13.242375+00,in_progress,CA,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
e2fc4664-2570-4806-82b4-25c4c25c117f,J2 League,TQ8KB8,9ad48314-fdfb-4ec7-a3eb-502ae1564a1f,16,waiting,1,16,2026-04-30 23:00:18.51546+00,in_progress,JP,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
e3d6528e-ce9f-41b4-b916-d76d873906a1,Liga TDP,NAH1KB,b2f9d8f9-5c27-449d-8b21-c481a77874f5,16,waiting,1,16,2026-04-30 23:00:13.073893+00,in_progress,MX,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
ff74f73f-8bb8-4bbf-8938-73bc62bd50f4,Botola Amateur 1,CTI9WD,011c18c2-82a5-4066-a85f-dfac5be72326,16,waiting,1,16,2026-04-30 23:00:15.469854+00,in_progress,MA,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
12fd54e8-347a-413b-bc5b-b219c4c43a58,LigaPro Serie A,OQME9W,15e5b8e6-7ddc-431f-97c0-e4b684a8693a,16,waiting,1,16,2026-04-30 23:00:05.979948+00,in_progress,EC,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
2bbfd1a2-a637-4c87-9ad7-851ad79b215a,Primera B,VRUY2H,6c503b4b-0821-46d2-b7e0-127b05a45c41,16,waiting,1,16,2026-04-30 23:00:06.628401+00,in_progress,BO,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
2ff5f6b8-f378-49be-864f-bd4b231640f1,Torneo BetPlay,ENAUKX,bc7de037-8df9-4f64-8f2c-204d910a3ca8,16,waiting,1,16,2026-04-30 23:00:05.091409+00,in_progress,CO,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
9202e86c-8eb3-442d-b889-923f76b781be,3. Liga,AI2O7L,7ae194e6-9822-49bb-9f07-6c6585962a92,16,waiting,1,16,2026-04-30 23:00:08.36831+00,in_progress,DE,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
9f8b7727-77ef-42a5-bfde-8b2841d85eb8,Ligue 3,T9OBY3,d0dd0ca0-d5ce-4734-b5cb-a11970ad9fd9,16,waiting,1,16,2026-04-30 23:00:15.874514+00,in_progress,TN,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
a93e449b-b0e6-4774-8515-9448fae47f4e,UAE Second Division,X8PMTQ,37d6360f-de22-4af9-83ff-ffdf82519530,16,waiting,1,16,2026-04-30 23:00:22.212354+00,in_progress,AE,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
adff1a74-22f5-4ce3-8d6c-539e07c47bbc,Bundesliga,D6R984,c19487f9-5d66-4353-ba98-7a2b7ca0f76b,16,waiting,1,16,2026-04-30 23:00:08.18615+00,in_progress,DE,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
bff27342-f370-4f09-919e-e6101eefdf7c,League 2,ES8QGG,4c38dfc3-f7ea-4438-8470-e78dac9dfbb2,16,waiting,1,16,2026-04-30 23:00:21.33286+00,in_progress,IR,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
f8647aa6-f8ff-4f58-b55f-943c98812254,Persian Gulf Pro League,B48G8W,e6bb0aa6-72cc-489c-a79c-39263ddef892,16,waiting,1,16,2026-04-30 23:00:21.141408+00,in_progress,IR,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
1a7f6c73-14a7-43ab-bc09-a1ce4b4f7ba0,2. Bundesliga,7EC18T,31c75032-3dce-4515-865b-88f7f7a9387a,16,waiting,1,16,2026-04-30 23:00:08.268959+00,in_progress,DE,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
25ddaff6-7116-48df-83e1-6cc2fbda8ceb,Primera División B,KBPTZ7,d5223943-0789-4107-94f9-67fab2260634,16,waiting,1,16,2026-04-30 23:00:04.30952+00,in_progress,PY,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
55dc8197-afbc-40bf-a33c-96a06f361c8b,Liga Portugal 2,LKIHS1,8122d147-40c2-471b-a024-26aa7ff53090,16,waiting,1,16,2026-04-30 23:00:10.241292+00,in_progress,PT,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
58425df8-865c-4146-9e41-c6bad82cb5a9,Ligue 2,SU7G0W,826a4ddf-a9db-42db-8683-b00f6996e6f3,16,waiting,1,16,2026-04-30 23:00:09.761305+00,in_progress,FR,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
7139416f-ee31-42df-ba9b-7326358d1dd1,Liga de Ascenso,6487T8,f1083ebe-64b8-41f8-afce-76f702a9c94b,16,waiting,1,16,2026-04-30 23:00:13.697778+00,in_progress,CR,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
72ae696b-f455-48b9-b2df-e8ff6c4ca8d0,Saudi Pro League,25DW3S,4d19b92d-89ad-4318-a0d3-c48a700c685b,16,waiting,1,16,2026-04-30 23:00:19.768242+00,in_progress,SA,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
805d704e-601a-4738-96dc-12c7a83ec9bb,A-League Men,C9EKZW,4b61bffc-a9e5-469d-81a4-3d0094730d88,16,waiting,1,16,2026-04-30 23:00:21.61421+00,in_progress,AU,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
a0ea6e4f-9a45-490d-8cb6-f1515ffce41a,3. Lig,WTGZF9,9b9e4660-49fd-4099-b869-33f7d5463eae,16,waiting,1,16,2026-04-30 23:00:11.804508+00,in_progress,TR,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
ad03d6d7-8062-4bf7-b67e-cef3ed0290f1,CO Várzea,7NR6RW,6e9c6322-e44b-4709-9b87-4eb627a26d52,16,waiting,1,16,2026-04-28 23:00:06.09983+00,in_progress,CO,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
bddf5fdc-b7d2-46c7-b96f-7a0dfe06be00,China League One,ND8ECJ,f93d7560-31d8-413a-ae0f-93cfa879619f,16,waiting,1,16,2026-04-30 23:00:19.396368+00,in_progress,CN,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
c0ac4ae3-0d2d-4673-a8f2-22eb1ff18cd9,Primera B,KIJDJF,d12026f0-a299-4d2f-8f52-85e73f03c07b,16,waiting,1,16,2026-04-30 23:00:04.658807+00,in_progress,CL,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
cada9739-1297-4c37-b278-cc30bc615d78,Ligue 2,VB3HN4,0e4a5b51-3322-428d-8825-75fa05c6c1b2,16,waiting,1,16,2026-04-30 23:00:15.803577+00,in_progress,TN,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
f7b97f74-9e73-48d0-8dbc-ba42304821f3,J1 League,UTF2ZR,ba47da4b-53e1-470c-9408-b78f480508ff,16,waiting,1,16,2026-04-30 23:00:18.413331+00,in_progress,JP,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
f9fdc874-78ee-4e2b-b713-5a234e771b6c,Liga Mayor,LQKLWJ,5a475880-f672-4d8f-ad73-501bcabc7876,16,waiting,1,16,2026-04-30 23:00:14.28116+00,in_progress,HN,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
05558aa1-2e2b-4647-b965-c239f8e571c1,Segunda C Colombia,EOFOR0,215dd1f3-de26-4245-b334-c28be55f5318,16,waiting,1,16,2026-04-30 23:00:05.264164+00,in_progress,CO,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
0b55b454-3a5f-4798-be50-d7d20d09a365,Premier League,FKGYOJ,b9371970-4117-4329-b102-1b251da6d05c,16,waiting,1,16,2026-04-30 23:00:07.344255+00,in_progress,EN,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
169e0d34-6672-4067-8ec7-7fbff4c476b3,Liga Distrital,UK5LJO,0bdbada3-9172-41a2-8f88-ff6d423c86fe,16,waiting,1,16,2026-04-30 23:00:05.760271+00,in_progress,PE,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
29779061-b179-4707-b99c-c3c06d4ac773,Primera Federación,5AWD0D,5c877750-bf4c-4222-8a0f-6131d2aaa212,16,waiting,1,16,2026-04-30 23:00:07.937944+00,in_progress,ES,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
40a86c7c-3c9e-4288-84e5-c134a504b7ca,Ligue 2,LON9A6,cfcd9ae5-1dfa-46ed-8e42-48748bec3fdd,16,waiting,1,16,2026-04-30 23:00:16.694603+00,in_progress,SN,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
50b83b79-ed8b-4556-8960-88e95a31d084,Liga de Expansión MX,J1WNG6,01305332-a8f8-4526-a605-12508c046dfd,16,waiting,1,16,2026-04-30 23:00:12.921361+00,in_progress,MX,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
0452611e-dfde-4fb8-81f2-4896dac43222,SN Várzea,IUHKQP,a6dbe368-fcc7-4c2f-8aa4-fd8bceca4b21,16,waiting,1,16,2026-04-28 23:00:20.112711+00,in_progress,SN,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
04cfcb07-7ca4-407c-bef6-0ff5b8537b17,NL Várzea,7HQ8RS,b9216497-2a8c-4f5d-86eb-cea43f188fdb,16,waiting,1,16,2026-04-28 23:00:12.328422+00,in_progress,NL,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
058e6ae2-3160-44d9-a544-86d32b1c3867,QA Várzea,12OTE2,37e57cea-5fdd-425e-a58b-cecbe5ab97d5,16,waiting,1,16,2026-04-28 23:00:24.73252+00,in_progress,QA,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
0873471a-e5b7-4175-8762-eaf0deb14469,ABC Motsepe League,AP3XP0,43f4abf7-a372-4c63-a7cb-db66267034f9,16,waiting,1,16,2026-04-30 23:00:17.224032+00,in_progress,ZA,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
0b7ae0a4-28d1-421a-931a-49672c3ca84b,ZA Várzea,JALCWM,c6cc9fba-ed3e-4dcc-b745-546eeb7d645c,16,waiting,1,16,2026-04-28 23:00:20.789386+00,in_progress,ZA,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
0cb4ea7a-0640-4e68-a686-24d0eb79315f,NG Várzea,XRBV39,42244e51-1a17-4a3a-9fd1-2eb93feb935e,16,waiting,1,16,2026-04-28 23:00:19.545799+00,in_progress,NG,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
0ed9145c-7bc0-4bd5-bfbd-f998b59c1fb1,Ligue 1,IJWTPZ,38e8345b-1576-4c0a-9db0-c7e12e59daef,16,waiting,1,16,2026-04-30 23:00:09.696211+00,in_progress,FR,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
1200a446-4c3a-4c61-9c09-71a0ff7e4f26,IR Várzea,BW88AV,adf56b1f-d16b-46a5-bc11-291e5e2982fb,16,waiting,1,16,2026-04-28 23:00:25.28117+00,in_progress,IR,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
148b6e11-44da-4df2-a402-3d5f99f317d2,US Várzea,4CZ9QD,4cc65be1-5ff0-4b53-9350-d0a141cd06ac,16,waiting,1,16,2026-04-28 23:00:14.516089+00,in_progress,US,t,main,,,30,24,,varzea,1,4,2026,10:00,1,f
589871d9-295b-46c1-b882-19719e4d5ea2,Saudi Second Division League,KWBH8I,9dafdc35-8fdd-4e4c-9113-0f82178b8250,16,waiting,1,16,2026-04-30 23:00:19.931225+00,in_progress,SA,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
67519bed-51a0-43ff-8bcb-8322de53df1f,Primera A,HQ2WFE,1afad7ce-7992-4f52-88c6-cec2626c0c42,16,waiting,1,16,2026-04-30 23:00:06.540773+00,in_progress,BO,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
72b4ba2b-fe88-4d64-a8e1-bad9c33226b6,Primera División,RWOFJ9,d34a313d-ea47-47c6-a475-0dcfa462157f,16,waiting,1,16,2026-04-30 23:00:04.581443+00,in_progress,CL,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
73101c66-95cf-476e-808c-6ac2716f2144,Nigeria National League,VIV23H,3d314805-59d1-4225-9378-15a09fc9abc5,16,waiting,1,16,2026-04-30 23:00:16.26591+00,in_progress,NG,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
7d8561cc-a2a4-4373-8135-b28665db6e25,Elite Two,9PDI2I,e890b67a-5dee-43cd-8acb-81fb733ceed1,16,waiting,1,16,2026-04-30 23:00:18.067734+00,in_progress,CM,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
81c059d5-6639-48ac-915d-15da53978876,Championship,TZS419,77ccc5ca-33db-428f-b3ab-b3916c6cccf4,16,waiting,1,16,2026-04-30 23:00:12.05961+00,in_progress,SC,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
aede48f3-f4e5-4b3a-a002-a3b9bf0d4438,LigaPro Serie B,FH9WS1,0fc8d48f-30ee-4093-b100-65b66692687f,16,waiting,1,16,2026-04-30 23:00:06.060072+00,in_progress,EC,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
c7e45fcc-69b5-4d29-b545-3d603fa60c13,League 3,YW7EEQ,362c8cf2-fc68-407a-b35b-4f99d990185f,16,waiting,1,16,2026-04-30 23:00:21.410164+00,in_progress,IR,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
da482130-4fdb-436b-be6d-8f9801754b9e,Division Three,Y6DLRM,32adafd0-3c2b-4131-b74b-45cabe949400,16,waiting,1,16,2026-04-30 23:00:17.780622+00,in_progress,GH,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
09edf5cd-1f09-4ef3-a654-dc121badf000,Qatari Third Division,AIJH3W,ae096acd-20fa-43b3-921d-4107c4ae2e29,16,waiting,1,16,2026-04-30 23:00:20.574873+00,in_progress,QA,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
33f9ccfa-75d4-4cae-a8fd-701163482065,Campeonato de Portugal,JHH27U,9ae994fb-d3ae-46dc-bdd0-cd44f100337c,16,waiting,1,16,2026-04-30 23:00:10.39541+00,in_progress,PT,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
37f0f7a4-f9b9-4556-8273-454ed5f20129,USL Championship,GY88HK,52c427ee-d559-4825-8a3f-3d4cd159a962,16,waiting,1,16,2026-04-30 23:00:12.487037+00,in_progress,US,t,main,,,30,24,2,nacional,2,4,2026,12:00,1,f
4544bf87-f7f8-41b8-8b68-3d7116fc9bd8,Liga BetPlay,GO68ZZ,a3e3542c-ab56-4ecc-881c-8c2928f286cd,16,waiting,1,16,2026-04-30 23:00:05.015952+00,in_progress,CO,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
50b9e3c1-055e-49a0-9a2d-5938c643163a,National Division 1,XZTF7Q,2446323a-b084-48c6-9102-9036b19592a0,16,waiting,1,16,2026-04-30 23:00:11.269007+00,in_progress,BE,t,main,,,30,24,3,nacional,3,4,2026,13:00,1,f
93fceaeb-470c-4f55-b4b3-cd80655a8b2d,EFL League Two,HMD7PS,ac871012-9085-47fd-b007-b6cdf4322059,16,waiting,1,16,2026-04-30 23:00:07.563345+00,in_progress,EN,t,main,,,30,24,4,nacional,4,4,2026,14:00,1,f
9e22bbf1-7fea-465a-88de-101bf0bb3410,Qatar Stars League,5GUJD4,110e9bf4-5c8a-41fc-bf8e-a18b7ff12c00,16,waiting,1,16,2026-04-30 23:00:20.213118+00,in_progress,QA,t,main,,,30,24,1,nacional,1,4,2026,11:00,1,f
