id,league_id,home_team_id,away_team_id,round,status,home_goals,away_goals,scheduled_at,played_at,match_data,season_month,season_year,created_at,game_state,stadium,synced,simulated,auto_sim_at
538b7bb9-cc85-4a97-821f-9d1c1e3e9561,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,bb59e55f-4963-4b32-bf38-ca3373b50e18,e1fc94b5-ade4-4e17-81e2-49026b5a2a38,16,finished,2,1,2026-05-15 22:30:00+00,2026-05-15 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
1c821553-728b-4c9b-be47-9dda4d8148dd,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,47bddd3b-af10-40b5-ae88-3ae340f13758,12186b51-785f-48e2-bf98-5297049f5151,1,finished,0,2,2026-04-30 22:30:00+00,2026-04-30 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
5be2b889-5a78-4782-ac09-538953b6602c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,12186b51-785f-48e2-bf98-5297049f5151,47bddd3b-af10-40b5-ae88-3ae340f13758,16,finished,0,2,2026-05-15 22:30:00+00,2026-05-15 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
634ce899-b21f-4e32-bcd2-8b0e17a4f592,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,c76f139d-344d-4254-9516-933e540cbb2c,5e6795fa-b8fb-45ea-a395-cb5b37d41b63,1,finished,1,1,2026-04-30 22:30:00+00,2026-04-30 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
822f409a-94a1-495a-90f9-7200628be3ac,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,5e6795fa-b8fb-45ea-a395-cb5b37d41b63,c76f139d-344d-4254-9516-933e540cbb2c,16,finished,2,2,2026-05-15 22:30:00+00,2026-05-15 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
888418e5-f08f-4ac5-bf90-c30b9ceeef62,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,e0e4ca78-504f-497c-8096-ff4d4e9ee041,11204548-ef56-41bb-8525-c39645e56c14,1,finished,0,0,2026-04-30 22:30:00+00,2026-04-30 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
0f22a1f3-dda2-4a2d-9663-055f02638a50,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,11204548-ef56-41bb-8525-c39645e56c14,e0e4ca78-504f-497c-8096-ff4d4e9ee041,16,finished,2,1,2026-05-15 22:30:00+00,2026-05-15 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
f083b574-7142-43ad-8acd-376699ee6d32,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,fae5418f-5618-4583-a774-fe4643550fd2,0035bd89-7792-4b23-bcb5-1fa96ce04999,1,finished,3,2,2026-04-30 22:30:00+00,2026-04-30 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
e6143245-ee5e-44f7-8ecb-8debb5004066,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,0035bd89-7792-4b23-bcb5-1fa96ce04999,fae5418f-5618-4583-a774-fe4643550fd2,16,finished,0,2,2026-05-15 22:30:00+00,2026-05-15 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
d0e8b3b7-70d8-441f-8ef7-cbeca700187f,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,1,finished,3,1,2026-04-30 22:30:00+00,2026-04-30 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
f9ac0ac4-ad2c-4fdf-a899-2a5de329113f,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,16,finished,1,1,2026-05-15 22:30:00+00,2026-05-15 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
6ba4c290-77cd-41a8-99ed-4a56a732720e,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,77d699bb-b99d-4204-b605-2fe9b4d62196,1,finished,2,0,2026-04-30 22:30:00+00,2026-04-30 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
bc2dca45-5bbb-4426-b26d-ca9afef4a9c0,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,77d699bb-b99d-4204-b605-2fe9b4d62196,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,16,finished,3,2,2026-05-15 22:30:00+00,2026-05-15 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
5c880f0a-8bcc-46e1-816c-a6a4917cd2b5,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,bb59e55f-4963-4b32-bf38-ca3373b50e18,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,2,finished,1,1,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
e9e00d4a-b113-4037-95f2-f2ef0cbc3458,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,12186b51-785f-48e2-bf98-5297049f5151,d1214869-a00f-4636-928e-afe7dd170a76,2,finished,0,0,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
81810b08-2128-4cee-84ac-4f0b935f7b0b,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,5e6795fa-b8fb-45ea-a395-cb5b37d41b63,e1fc94b5-ade4-4e17-81e2-49026b5a2a38,2,finished,0,1,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
b89c063a-fd4b-4603-9e51-7a7bbf6e9a7c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,11204548-ef56-41bb-8525-c39645e56c14,47bddd3b-af10-40b5-ae88-3ae340f13758,2,finished,3,1,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
c14cf5d1-443e-4907-91c8-993d467b6489,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,0035bd89-7792-4b23-bcb5-1fa96ce04999,c76f139d-344d-4254-9516-933e540cbb2c,2,finished,0,0,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
3f64968b-8211-478e-aa59-d16c63d97be0,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,e0e4ca78-504f-497c-8096-ff4d4e9ee041,2,finished,1,0,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
c053cd27-d7ad-430e-9a9a-de9eb412057b,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,77d699bb-b99d-4204-b605-2fe9b4d62196,fae5418f-5618-4583-a774-fe4643550fd2,2,finished,2,2,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
e651b86e-ee19-45e0-9e1e-26e2476d2cdf,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,3df8e77c-b4c6-4719-bdf4-e6a4006c0655,b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,2,finished,1,2,2026-05-01 22:30:00+00,2026-05-01 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
df805c73-1401-4a1e-90e6-b3477eef0552,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,12186b51-785f-48e2-bf98-5297049f5151,3,finished,0,2,2026-05-02 22:30:00+00,2026-05-02 22:30:00+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
b378aeed-971e-443a-9df3-db6cec23a599,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,bb59e55f-4963-4b32-bf38-ca3373b50e18,17,finished,2,1,2026-05-16 22:30:00+00,2026-05-18 01:17:00.698+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
456f19ed-f3dc-461e-a82e-7e5a220f4bdf,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,d1214869-a00f-4636-928e-afe7dd170a76,12186b51-785f-48e2-bf98-5297049f5151,17,finished,3,3,2026-05-16 22:30:00+00,2026-05-18 01:17:00.698+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
db5716fb-71e5-4cd7-9d06-e15fe4b41aa9,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,e1fc94b5-ade4-4e17-81e2-49026b5a2a38,5e6795fa-b8fb-45ea-a395-cb5b37d41b63,17,finished,3,1,2026-05-16 22:30:00+00,2026-05-18 01:17:00.698+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
af9fd86b-5985-4037-90a9-a762e4c69cf3,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,47bddd3b-af10-40b5-ae88-3ae340f13758,11204548-ef56-41bb-8525-c39645e56c14,17,finished,4,2,2026-05-16 22:30:00+00,2026-05-18 01:17:00.698+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
9fc30aff-8846-4582-a940-7f23bdc37c13,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,c76f139d-344d-4254-9516-933e540cbb2c,0035bd89-7792-4b23-bcb5-1fa96ce04999,17,finished,2,1,2026-05-16 22:30:00+00,2026-05-18 01:17:00.698+00,,5,2026,2026-05-16 01:34:04.157738+00,{},,f,f,
