id,team_id,name,position,overall,age,created_at,injury_type,injury_severity,injury_weeks_remaining,injury_body_part,injury_is_relapse,squad_status,market_value,potential,market_value_history,evolution_trend,reputation,salary,attributes,stamina,morale,last_stamina_recovery,nationality,stamina_max,resistance
78cb26ba-8956-4704-9588-2d323b75e4d5,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Raul Barros,VOL,57,21,2026-05-27 14:38:06.253321+00,,,0,,f,starter,1015740,76,[],stable,50,770,"{""speed"": 57, ""vision"": 64, ""heading"": 50, ""marking"": 56, ""passing"": 56, ""crossing"": 57, ""physical"": 64, ""shooting"": 44, ""workRate"": 66, ""composure"": 51, ""defending"": 57, ""dribbling"": 57, ""longShots"": 58, ""setPieces"": 56, ""aggression"": 53, ""goalkeeping"": 13, ""positioning"": 52}",100,88,2026-05-27 14:38:06.253321+00,França,100,79
7eee3ed5-f6f3-45f7-a6bf-3367fc33a3ac,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Sidnei Freitas,MEI,52,35,2026-05-27 14:38:06.253321+00,,,0,,f,bench,210600,65,[],stable,50,520,"{""speed"": 49, ""vision"": 64, ""heading"": 53, ""marking"": 51, ""passing"": 59, ""crossing"": 49, ""physical"": 45, ""shooting"": 47, ""workRate"": 41, ""composure"": 46, ""defending"": 46, ""dribbling"": 48, ""longShots"": 51, ""setPieces"": 61, ""aggression"": 45, ""goalkeeping"": 5, ""positioning"": 53}",100,87,2026-05-27 14:38:06.253321+00,Holanda,100,72
8f814411-e2cb-4b49-989f-15450f524519,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Gustavo Miranda,MEI,59,31,2026-05-27 14:38:06.253321+00,,,0,,f,starter,358425,71,[],stable,50,590,"{""speed"": 54, ""vision"": 63, ""heading"": 44, ""marking"": 45, ""passing"": 65, ""crossing"": 59, ""physical"": 56, ""shooting"": 56, ""workRate"": 62, ""composure"": 62, ""defending"": 48, ""dribbling"": 65, ""longShots"": 56, ""setPieces"": 64, ""aggression"": 51, ""goalkeeping"": 8, ""positioning"": 50}",100,78,2026-05-27 14:38:06.253321+00,Croácia,100,81
3b1cb8da-afb3-4f93-805e-d8d08bba5c20,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Fagner Costa,MEI,52,20,2026-05-27 14:38:06.253321+00,,,0,,f,reserve,1242540,86,[],stable,50,720,"{""speed"": 53, ""vision"": 51, ""heading"": 50, ""marking"": 41, ""passing"": 58, ""crossing"": 57, ""physical"": 51, ""shooting"": 48, ""workRate"": 51, ""composure"": 46, ""defending"": 47, ""dribbling"": 55, ""longShots"": 46, ""setPieces"": 55, ""aggression"": 45, ""goalkeeping"": 3, ""positioning"": 53}",100,79,2026-05-27 14:38:06.253321+00,Coreia do Sul,100,67
a3dc35da-70c1-46a7-b85e-5bd669216d71,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Pedro Freitas,MEI,53,19,2026-05-27 14:38:06.253321+00,,,0,,f,starter,1030320,76,[],stable,50,730,"{""speed"": 46, ""vision"": 57, ""heading"": 49, ""marking"": 46, ""passing"": 59, ""crossing"": 52, ""physical"": 52, ""shooting"": 57, ""workRate"": 43, ""composure"": 49, ""defending"": 46, ""dribbling"": 57, ""longShots"": 56, ""setPieces"": 53, ""aggression"": 38, ""goalkeeping"": 5, ""positioning"": 48}",100,81,2026-05-27 14:38:06.253321+00,Coreia do Sul,100,73
3ac75361-4dbc-4f97-bf31-6cdb36b0419d,e0e4ca78-504f-497c-8096-ff4d4e9ee041,João Freitas,ATA,53,29,2026-05-27 14:38:06.253321+00,,,0,,f,starter,321975,58,[],stable,50,530,"{""speed"": 60, ""vision"": 52, ""heading"": 54, ""marking"": 34, ""passing"": 45, ""crossing"": 36, ""physical"": 45, ""shooting"": 55, ""workRate"": 45, ""composure"": 49, ""defending"": 40, ""dribbling"": 57, ""longShots"": 47, ""setPieces"": 53, ""aggression"": 48, ""goalkeeping"": 16, ""positioning"": 58}",100,73,2026-05-27 14:38:06.253321+00,Colômbia,100,87
c2a8d033-a167-4e0b-98c1-b4af002e4bf5,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Edson Machado,ATA,51,19,2026-05-27 14:38:06.253321+00,,,0,,f,reserve,1012095,75,[],stable,50,710,"{""speed"": 49, ""vision"": 54, ""heading"": 54, ""marking"": 31, ""passing"": 39, ""crossing"": 38, ""physical"": 49, ""shooting"": 52, ""workRate"": 44, ""composure"": 47, ""defending"": 34, ""dribbling"": 59, ""longShots"": 50, ""setPieces"": 58, ""aggression"": 45, ""goalkeeping"": 2, ""positioning"": 55}",100,72,2026-05-27 14:38:06.253321+00,França,100,73
968aca7c-30ae-43c7-8322-a76d1a1148d3,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Vitor Cunha,ATA,51,24,2026-05-27 14:38:06.253321+00,,,0,,f,bench,495720,56,[],stable,50,510,"{""speed"": 54, ""vision"": 43, ""heading"": 53, ""marking"": 32, ""passing"": 43, ""crossing"": 43, ""physical"": 46, ""shooting"": 52, ""workRate"": 46, ""composure"": 50, ""defending"": 26, ""dribbling"": 53, ""longShots"": 48, ""setPieces"": 48, ""aggression"": 48, ""goalkeeping"": 10, ""positioning"": 59}",100,77,2026-05-27 14:38:06.253321+00,Holanda,100,92
d5e65508-9855-4196-9c43-5c80bed1ec1f,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Bento Pereira,ATA,51,19,2026-05-27 14:38:06.253321+00,,,0,,f,reserve,1136025,81,[],stable,50,710,"{""speed"": 55, ""vision"": 57, ""heading"": 56, ""marking"": 28, ""passing"": 50, ""crossing"": 48, ""physical"": 40, ""shooting"": 54, ""workRate"": 43, ""composure"": 54, ""defending"": 39, ""dribbling"": 45, ""longShots"": 49, ""setPieces"": 52, ""aggression"": 52, ""goalkeeping"": 11, ""positioning"": 55}",100,63,2026-05-27 14:38:06.253321+00,Inglaterra,100,91
a2a93010-c316-49a9-bd4b-8b6b355d4f96,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Igor Miranda,ATA,57,33,2026-05-27 14:38:06.253321+00,,,0,,f,starter,230850,70,[],stable,50,570,"{""speed"": 60, ""vision"": 55, ""heading"": 56, ""marking"": 40, ""passing"": 47, ""crossing"": 50, ""physical"": 53, ""shooting"": 60, ""workRate"": 58, ""composure"": 56, ""defending"": 46, ""dribbling"": 56, ""longShots"": 54, ""setPieces"": 51, ""aggression"": 64, ""goalkeeping"": 4, ""positioning"": 60}",100,89,2026-05-27 14:38:06.253321+00,Inglaterra,100,71
202c4bc4-d92f-49de-89f4-f7b71375ede9,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Jean Monteiro,ATA,53,16,2026-05-27 14:38:06.253321+00,,,0,,f,starter,880065,69,[],stable,50,730,"{""speed"": 55, ""vision"": 46, ""heading"": 57, ""marking"": 40, ""passing"": 38, ""crossing"": 41, ""physical"": 50, ""shooting"": 59, ""workRate"": 49, ""composure"": 44, ""defending"": 37, ""dribbling"": 51, ""longShots"": 58, ""setPieces"": 44, ""aggression"": 50, ""goalkeeping"": 16, ""positioning"": 58}",100,85,2026-05-27 14:38:06.253321+00,Senegal,100,78
fd93c0e8-c4c9-4c6c-b4cb-4042954c2d56,e0e4ca78-504f-497c-8096-ff4d4e9ee041,Felipe Pires,ATA,54,33,2026-05-27 14:38:06.253321+00,,,0,,f,starter,218700,62,[],stable,50,540,"{""speed"": 61, ""vision"": 46, ""heading"": 47, ""marking"": 35, ""passing"": 50, ""crossing"": 43, ""physical"": 44, ""shooting"": 60, ""workRate"": 59, ""composure"": 54, ""defending"": 29, ""dribbling"": 60, ""longShots"": 49, ""setPieces"": 46, ""aggression"": 44, ""goalkeeping"": 1, ""positioning"": 52}",100,87,2026-05-27 14:38:06.253321+00,Holanda,100,71
000a0cca-352d-48b7-adc2-7baf575b9de0,a1af0205-c082-4f9e-8a8a-ba3dc6acd46a,Caio Barbosa,MEI,65,31,2026-05-15 23:13:51.246536+00,,,0,,f,reserve,16481901,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
000bb860-374d-4b64-bfda-bddcf6fe3c24,af183d78-bffa-430d-9c6b-374f3b139a85,Vitor Ramos,ZAG,51,18,2026-05-15 23:14:08.584975+00,,,0,,f,reserve,12403519,70,[],stable,5,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00110f4f-4542-4d71-b9ae-c0849a0a2499,0ba1e022-1272-40f8-9c21-eb2c763026c0,Henrique Moura,LAT,70,19,2026-05-15 23:14:07.503407+00,,,0,,f,reserve,22938125,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
001276f0-62c0-4a48-bfb0-1984b2d1a372,9d58409e-fa88-4841-a80d-5c48222b1534,Neyson Rocha,MEI,59,16,2026-05-15 23:13:56.669602+00,,,0,,f,reserve,16143138,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0012fe91-8f70-43a4-8829-e1c7ece715b6,f1ba5c12-2a54-4675-ad40-d7c29476aeea,Fabrício Ramos,MEI,63,17,2026-05-15 23:14:10.116352+00,,,0,,f,reserve,18406238,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0017ad67-5a87-4da0-9098-97d6cf72faca,e19413a1-896b-4e93-a370-a99086347240,Kelvin Teixeira,ATA,76,25,2026-05-15 23:14:01.235893+00,,,0,,f,starter,27291600,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0018feec-55df-42fd-b2f8-d46e89000678,aec474eb-19e0-4159-825a-d3370101b081,Rodinei Mendes,ATA,51,16,2026-05-15 23:14:14.225919+00,,,0,,f,reserve,11948344,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00192df1-de4a-40f7-9bb1-47febdb98902,6791de37-117e-4990-b71b-c22318df25e9,Romário Carvalho,MEI,78,20,2026-05-15 23:14:13.405938+00,,,0,,f,starter,28746900,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
001bc21b-624c-466f-a455-ccba1965bfe4,d2c6e661-75f9-4bd6-9735-089565591445,Joaquim Ribeiro,ZAG,88,24,2026-05-15 23:14:13.593129+00,,,0,,f,starter,36929200,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0023ee36-74a3-4f7c-ad79-36af9cf10240,06c02b73-e948-4139-b22d-bcde22ba1129,Marquinhos Almeida,MEI,78,30,2026-05-15 23:13:58.040366+00,,,0,,f,starter,29013075,70,[],stable,1,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0024feef-0e8c-4416-a103-6cae16dd1e55,ced75594-8106-4f32-a323-2ec8c283fd7f,Pedro Rocha,MEI,69,19,2026-05-15 23:13:50.974794+00,,,0,,f,reserve,22287431,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0026dbd7-1dbc-4d9a-bfd1-2860d0c96ebb,0b443d18-8a23-4843-9a27-1a3bcdbecd2d,Enzo Nogueira,MEI,56,18,2026-05-15 23:13:57.009566+00,,,0,,f,reserve,14543200,70,[],stable,1,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
002f66cc-7305-460f-b8db-c8e622543a9f,55694771-af2a-4af5-b057-69a5157adc4a,Gustavo Oliveira,LAT,76,24,2026-05-15 23:14:10.228993+00,,,0,,f,starter,27291600,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
002f9468-49ea-4e10-9d0e-f79f4471b5ba,510c9c44-dc4b-4cd8-b501-f4844f44e98c,Gabriel Sampaio,GOL,83,21,2026-05-15 23:14:11.397216+00,,,0,,f,starter,32550525,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00319c20-16b9-4f3b-91a6-b13b20d6ce77,a57c8ea5-f333-4e75-a27a-26189265d5d8,Edson Costa,MEI,74,26,2026-05-15 23:14:09.70642+00,,,0,,f,starter,25634525,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0035a5f5-0890-40b8-80ab-76d191c60d40,ced75594-8106-4f32-a323-2ec8c283fd7f,Kelvin Ferreira,ATA,85,28,2026-05-15 23:13:50.974794+00,,,0,,f,starter,34454219,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00379c50-66b2-44d5-b1b7-570b05056bb3,c2a6e3f0-967b-426d-9ee5-ab348e0c2e8d,Diego Braga,ATA,80,32,2026-05-15 23:14:13.691169+00,,,0,,f,bench,21600000,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00388049-8eb0-4729-93f1-763f079c355c,d1ee42b8-e3a8-45e5-97e6-308c4e6b4823,Fernandinho Oliveira,MEI,76,23,2026-05-15 23:14:11.912002+00,,,0,,f,reserve,27291600,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
003af964-9b17-4b24-9c4c-f23dbec51ec0,5550f50d-af09-49f0-80be-8b1298c04f89,Carlos Ribeiro,VOL,55,17,2026-05-15 23:13:56.938609+00,,,0,,f,reserve,14028438,70,[],stable,1,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
003ca257-bc20-477a-a80f-8438c157a536,0ba1e022-1272-40f8-9c21-eb2c763026c0,Guilherme Freitas,ZAG,62,19,2026-05-15 23:14:07.503407+00,,,0,,f,reserve,17826550,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
003ce00a-6639-4d9f-8dc9-da2e3c8b70f0,f527c023-77aa-4a82-8525-d385378850e5,Firmino Ramos,LAT,74,18,2026-05-15 23:14:01.98478+00,,,0,,f,reserve,25634525,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
003e077d-54e4-4f1b-b179-a52bd84d9b30,872cf372-7e96-4aee-a2ba-f694f257a0a7,Antônio Duarte,LAT,65,28,2026-05-15 23:14:06.684822+00,,,0,,f,reserve,19778281,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
003e5545-fc95-42ca-bb07-9ff321e22002,b64abfdb-8dc0-4105-90be-c159d1092e52,Samuel Vieira,ZAG,69,28,2026-05-15 23:13:58.076258+00,,,0,,f,bench,23120606,70,[],stable,5,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
003fba1b-2b36-4307-94a1-6bc4d3e7ee90,e48c8711-1e85-476c-988c-b56661a4a82d,Pedro Farias,MEI,51,16,2026-05-15 23:13:58.581325+00,,,0,,f,reserve,12062138,70,[],stable,1,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00413e19-6132-4968-89d4-a4559775770f,8e8e5739-6252-4672-924a-914065368c68,Vitor Borges,ZAG,69,28,2026-05-15 23:13:59.814026+00,,,0,,f,bench,22287431,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0042b2d0-50b9-48b5-8c00-4bc257d9f30e,920cb1e7-4b20-4ddf-bb85-bc6691f8d1ac,Kauan Guimarães,ATA,68,33,2026-05-15 23:14:11.11684+00,,,0,,f,bench,13528813,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0047008f-7ce3-440e-87d3-d0935279a87b,38dd072c-fd87-4bb7-aad3-f21218cacc7f,Casemiro Sampaio,MEI,67,24,2026-05-15 23:14:05.394212+00,,,0,,f,bench,21210525,70,[],stable,1,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
004ca27f-3381-40cb-a259-115d01da9955,a28924c6-585e-4cc6-ad73-bee92c86295e,Marquinhos Guimarães,LAT,83,26,2026-05-15 23:13:59.4609+00,,,0,,f,starter,32550525,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
004e66be-e031-4009-bf4a-a6b37225676b,e834f79c-00fd-4b2c-b25f-a4f505ca29ac,Heitor Barros,ATA,71,32,2026-05-15 23:13:57.196717+00,,,0,,f,bench,16855844,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
004f999d-fbd0-4838-a83b-15131d89bb17,b0bc673d-1f15-42fa-ab0e-7ec076cd6a03,Gustavo Reis,ATA,84,33,2026-05-15 23:14:13.199068+00,,,0,,f,starter,20837250,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
004f99ab-ad9e-4e4b-bf57-644469517538,62710cc5-f2d8-4386-8192-4605a28ce6c7,Jorginho Lima,VOL,50,18,2026-05-15 23:14:03.492929+00,,,0,,f,reserve,11484375,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00507b00-05db-43db-b138-3a6507e52178,df107002-5ad9-41ea-a8c2-cf0f23d0dd86,Cássio Lopes,VOL,61,18,2026-05-15 23:14:09.28693+00,,,0,,f,reserve,17256138,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
005ac8da-357f-40d7-b232-21d986f32e32,ec0886c1-6b72-4521-9beb-8344c45a4d8d,Rodinei Borges,MEI,59,16,2026-05-15 23:14:01.140582+00,,,0,,f,reserve,16143138,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
005eaf5f-b003-4a7a-8dce-208712d7704d,898963a8-b883-4ef6-8536-7ae19e3d66cf,Raul Xavier,LAT,70,24,2026-05-15 23:13:54.705145+00,,,0,,f,starter,22938125,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0060fa86-0eb8-4aae-b193-4890184d133b,670361e6-28cc-483f-a169-f95a31a849c1,Caio Moreira,MEI,64,16,2026-05-15 23:14:09.592148+00,,,0,,f,reserve,18995200,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0062e686-0280-415c-85cd-9bbf22b7c288,be3d4f4b-af26-4bcb-a367-ab1f051c16ab,Casemiro Guimarães,ATA,65,29,2026-05-15 23:13:52.695438+00,,,0,,f,reserve,19778281,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00644e0b-02f9-4ca5-ad4b-b1d6ea9967f8,b02623a9-d9a7-4664-ace6-5282873f131d,Otávio Moura,ZAG,66,16,2026-05-15 23:14:10.94407+00,,,0,,f,reserve,20391525,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
006ca06c-b225-47e2-aeed-c81830995150,6ad8ca44-353e-49bc-8c86-92611c3eb000,Ravi Cunha,LAT,54,19,2026-05-15 23:14:07.170361+00,,,0,,f,reserve,13395375,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00738736-b733-4df0-b258-8eab9559f536,c9270b93-1e69-4c83-9a22-ca5a18b7927b,Fabinho Pereira,MEI,67,33,2026-05-15 23:13:54.027129+00,,,0,,f,bench,13256578,70,[],stable,1,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00bb04a7-43d0-4663-bf44-47b80b5b040e,4013c2ae-8838-47cf-8d5e-ad428e4b312c,Noah Moura,MEI,60,19,2026-05-15 23:14:10.713147+00,,,0,,f,reserve,16695000,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00120ea0-881d-49a0-805f-7ee06fb0c2c3,fedc5aa7-73d3-419f-9428-5d600617d7c8,Raphinha Andrade,LAT,69,30,2026-05-15 23:14:09.66982+00,,,0,,f,bench,22287431,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
00784916-f6fa-4bde-9216-440d95847464,c76f139d-344d-4254-9516-933e540cbb2c,Henrique Alencar,VOL,70,23,2026-05-15 23:13:52.848897+00,,,0,,f,bench,24653125,70,[],stable,7,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0078ed74-aaa6-43aa-b15c-0a7f948dfb7a,8f74dc80-f1ca-4ff3-922b-b6ac1748ce1a,Jailson Ramos,VOL,65,19,2026-05-15 23:14:08.3993+00,,,0,,f,reserve,19778281,70,[],stable,1,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
007ceb68-bea3-40a0-bec2-39f1adb0741b,c33d8f52-d465-4541-b507-821be1c73a8b,Sidnei Ramos,LAT,66,16,2026-05-15 23:13:50.705688+00,,,0,,f,reserve,21153825,70,[],stable,5,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
007e6d1b-3113-4e6e-8ac3-c54adda13a9e,11df1949-ea85-4eeb-b986-eff923672557,Firmino Pinto,LAT,75,34,2026-05-15 23:14:06.243188+00,,,0,,f,reserve,15449219,70,[],stable,6,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
0083bd6d-75b0-4f41-837e-b1bb9dc56cec,be3d4f4b-af26-4bcb-a367-ab1f051c16ab,Neyson Pires,ATA,60,18,2026-05-15 23:13:52.695438+00,,,0,,f,reserve,16695000,70,[],stable,0,0,{},100,80,2026-05-18 22:10:47.391516+00,Brasil,100,50
