id,user_id,league_id,name,logo,is_bot,strength,created_at,updated_at,country
7c265936-4558-470b-b08c-6322999dd57f,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,São Paulo,,t,78,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
f39dc063-d03c-4a00-b6c5-a09421100a94,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,São Paulo,,t,72,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
c36d8d1b-96bf-456f-962e-1ad1b14b22cf,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,São Paulo,,t,62,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
b70851e0-a45c-4248-b0af-03fb5c2ae665,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,São Paulo,,t,67,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
ca3ec9cc-96eb-4345-9c0e-f8bf7e665e59,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,São Paulo,,t,68,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
8aeb18df-a14f-4a6c-8c40-a48d0cc605de,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 40,,t,76,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
463568db-2822-4088-9118-10c997ebf7ad,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 41,,t,58,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
c0c01833-ca80-42a7-8bed-26b1e83490d3,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 42,,t,68,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
8c23bc1a-01cd-4d6f-ab8c-0498f95e486d,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 43,,t,64,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
c786b592-5f9f-4834-a778-60a2393ce1d6,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 44,,t,73,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
ac6cb076-1f88-4c6a-b87c-ebf024cd0ea2,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 45,,t,67,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
44ce6b18-76a3-47a2-bf84-2f56f7dd6b09,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 46,,t,71,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
5e40a71c-d508-4f57-9247-b8feec2aeecd,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 47,,t,62,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
cb74d205-e5b8-4a71-b4f1-1ba50683bc87,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 48,,t,65,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
b7702fef-3227-49cb-a216-2a75b15e323d,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 49,,t,68,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
79f7f1a5-bd22-43ed-a7af-b5bbe02a679a,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 50,,t,57,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
1ba975e7-59cb-47fd-9e51-c51d7a4b3521,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 51,,t,63,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
594630e7-6f47-4f79-a726-6fe450e4ea45,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 52,,t,74,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
f5a50f67-ba74-4d9c-8cf7-c6d2fef04972,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 53,,t,69,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
dd398985-8443-45c6-a287-98c13d2f8b3c,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 54,,t,59,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
83e55f3f-3623-4bd9-8604-5fe7bd4f02cd,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 55,,t,63,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
c35bd12d-aec9-4d2c-bc3e-eeaf04cca92e,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 56,,t,70,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
1704cbc2-682e-4a4e-81a1-a2ceb873b034,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 57,,t,64,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
b5a11215-9622-4a6f-9e1c-2b9c3bd4274e,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 58,,t,77,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
c2da59be-3a03-4172-bbd9-55be2ce47568,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 59,,t,73,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
401bee32-219e-415b-b012-68c308ec2d97,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 60,,t,75,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
b9b2678f-6409-422c-ac44-fe720327b43f,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 61,,t,77,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
a3442ae3-9d2c-4df1-a417-c3c7261c93e0,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 62,,t,67,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
be3d4f4b-af26-4bcb-a367-ab1f051c16ab,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 63,,t,52,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
ec8f2d28-5226-49e5-8d13-2cb9a7db7d6e,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 64,,t,57,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
d46ea0ce-e6fd-4b41-9e33-95368f4cb87d,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,62,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
e4594768-b0fc-4b84-b6e3-446e5ecee701,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,63,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
350aed8a-e01e-486a-b17a-022016bd1402,,1a8524d5-c4b1-4487-8718-dfedc8ea76ef,Wanderers Sharks BOT,🚀,t,86,2026-05-27 18:08:29.407521+00,2026-05-27 18:08:29.407521+00,Peru
b0eab5aa-8bf0-4787-abdf-5175f5efc4a6,,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,Grêmio,,t,70,2026-05-06 22:09:41.932284+00,2026-05-06 22:09:41.932284+00,Brasil
12186b51-785f-48e2-bf98-5297049f5151,,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,Internacional,,t,74,2026-05-06 22:09:41.932284+00,2026-05-06 22:09:41.932284+00,Brasil
b5b52f3a-7a6e-4cd6-9332-c2b874e3398b,0d476bb0-aebd-4e9f-96d2-6c5d4a76cb6a,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,Manager FC,⚽,f,79,2026-05-06 22:09:41.932284+00,2026-05-15 23:14:14.524841+00,Brasil
16988374-677f-425f-b755-ee9043d0ebdf,,1a8524d5-c4b1-4487-8718-dfedc8ea76ef,Wolves CF BOT,🐃,t,86,2026-05-27 18:08:29.407521+00,2026-05-27 18:08:29.407521+00,Peru
77d699bb-b99d-4204-b605-2fe9b4d62196,320fcbb8-c3eb-43e7-a3eb-0f302b46897f,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,a,solid,f,78,2026-05-06 22:09:41.932284+00,2026-05-10 17:43:12.284697+00,Brasil
22522543-cef2-4a8c-96cc-b2ce4aa17f17,,1a8524d5-c4b1-4487-8718-dfedc8ea76ef,FC Hawks BOT,👑,t,86,2026-05-27 18:08:29.407521+00,2026-05-27 18:08:29.407521+00,Peru
34da52aa-111f-472d-ab97-b625702d4ffc,,1a8524d5-c4b1-4487-8718-dfedc8ea76ef,SC Galaxy BOT,🦁,t,86,2026-05-27 18:08:29.407521+00,2026-05-27 18:08:29.407521+00,Peru
d9ec0992-1e6a-465a-abbe-0f8b3d7a77fc,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Flamengo,,t,57,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
6eeec439-cbc2-46d9-8d1f-77afb3a1bc13,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Palmeiras,,t,56,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
7413ba4c-6e92-4603-b5ed-abcf2a89a0aa,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,São Paulo,,t,63,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
22cf3671-c91e-4367-bd91-2527a7f00f60,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 4,,t,60,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
2a042f6e-15bd-4b67-9aef-5bbcc06d614e,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 5,,t,74,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
a6bf5b14-31e1-4370-a4fd-53e1c9d41b6c,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 6,,t,68,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
4bd7b28c-f155-4375-8eff-60ad2af129fe,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 7,,t,68,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
357e9411-6d82-4c03-979c-6bc5a785d0ba,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 8,,t,78,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
95fdb9c5-8897-4ec5-ae83-bf83b8d221ce,,bfb3dd23-0355-4393-a36d-a6fbe4b1859f,Argentina Bot 9,,t,63,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Argentina
c4adeac4-2dd2-4675-8c34-a49f544520a1,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,58,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
a6d037de-3210-49ae-88a4-a7bf32621543,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 4,,t,56,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
46f74550-4af8-47d8-afa7-f5591c4d29e7,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 5,,t,50,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
97410e6e-8c21-41c9-87b1-1033e8854843,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 6,,t,74,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
d669436d-4e3e-4400-ad48-bf6b7b45e665,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 7,,t,71,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
53f77ad5-9eda-48e0-83b7-afa42c63ec39,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 8,,t,72,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
322df9cf-3575-4d0d-b1d7-632b245df05b,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 9,,t,61,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
da472c08-493e-4228-bb7d-82d2893e845d,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,65,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
82076cd7-8a27-4574-a021-78452d0cfa55,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,62,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
0d027e3a-5dab-4387-9784-065ae02b1893,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,72,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
08a607a7-47b5-4eb5-bbd6-b465518553d8,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,57,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
4241908a-6b7d-48ba-8e91-5c8c43cbf09f,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,75,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
66085f35-4941-490b-b6d6-93964282e801,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,59,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
05d191a1-3645-4adc-abe9-ece1e84a85a2,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,74,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
03773554-90ef-4ec3-800f-0ae1b53e895a,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,78,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
5cc11615-d331-4a8a-af03-25c3c20a67da,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,56,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
c9270b93-1e69-4c83-9a22-ca5a18b7927b,,7c63df6b-bd80-4245-9129-e90193879589,Flamengo,,t,66,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
6b9cb11f-849c-4e00-acc8-d3ced292c556,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,69,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
13af54a7-1a38-4f61-a956-7eb3d010d4c6,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,61,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
12b3ce24-42ea-4a48-a8dd-3ce81e58acad,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,57,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
1b5de26a-7c84-4ea2-9873-42dfbd3be081,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,67,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
1ac65a02-b857-449b-a775-404df7575eac,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,78,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
4f9816af-154c-4de0-a6ed-9acda2c1b6f8,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,69,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
20cdff2c-ed52-4be3-b679-c349945ece20,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,66,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
8f4edbf0-02d8-422f-a419-9fd64e361fd1,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,75,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
2da6d18e-99c7-4d47-ac43-0a7c3abc04d6,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,59,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
1ce2b503-5a78-4499-af23-b37cfe95d0a0,,7c63df6b-bd80-4245-9129-e90193879589,Palmeiras,,t,50,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
187c1472-e025-4bc5-a0ce-7d2ca54fc701,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,52,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
b16b0125-872f-4c54-837b-7c77683374bd,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,54,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
231af63e-b857-4f31-9220-342cc26813db,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,56,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
67385d6d-c0bb-4055-b05c-1cd726f8dbd7,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,73,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
77cdcd62-e0b2-4893-8b7d-039bbae4b43a,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,66,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
117430da-c769-4281-9c9c-d57da7b8771e,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,69,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
2fea1b65-b34d-462d-b18f-e60d111588ee,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,76,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
898963a8-b883-4ef6-8536-7ae19e3d66cf,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,50,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
afd314dd-d074-4c2d-9773-283989423b95,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,77,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
c5a7362d-a751-429c-aa9d-fb5c64af2616,,7c63df6b-bd80-4245-9129-e90193879589,São Paulo,,t,77,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
5da81541-7727-4c61-826b-5ba243aceb09,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 40,,t,59,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
fb36b6e2-d8e4-4014-892e-456b55cbf9ac,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 41,,t,74,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
c639e152-dfc5-4c66-ae5f-7ef1ae859897,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 42,,t,77,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
cf8bf64a-42a1-4068-a8cf-dcd610dfdf1d,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 43,,t,65,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
de9a6d16-f211-45e8-af5c-90c41e7738c1,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 44,,t,58,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
34194360-b255-4f01-afdb-77a3c6ef7231,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 45,,t,77,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
8bc7adab-93aa-4bb2-8a98-6dd497c38e9b,,7c63df6b-bd80-4245-9129-e90193879589,Alemanha Bot 46,,t,66,2026-05-11 03:29:18.471288+00,2026-05-11 03:29:18.471288+00,Alemanha
3df8e77c-b4c6-4719-bdf4-e6a4006c0655,3b612347-aa9f-41f8-9bee-59f26c562344,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,FLM,⚽,f,66,2026-05-06 22:09:41.932284+00,2026-05-10 17:37:18.508668+00,Brasil
a33d67f9-f5ce-4f0e-8759-11e3bd705ac6,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,FLM Team Fc,⚽,f,79,2026-05-06 22:09:41.932284+00,2026-05-10 17:37:18.508668+00,Brasil
11204548-ef56-41bb-8525-c39645e56c14,68123140-4a25-44c0-adff-ea148c54423c,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,ADM FC,⚽,f,67,2026-05-06 22:09:41.932284+00,2026-05-10 17:37:18.508668+00,Brasil
bb59e55f-4963-4b32-bf38-ca3373b50e18,c9544dd0-3729-480b-bd00-315d75a45711,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,ABC FC,⚽,f,70,2026-05-06 22:09:41.932284+00,2026-05-10 17:37:18.508668+00,Brasil
0035bd89-7792-4b23-bcb5-1fa96ce04999,1c4c75aa-2561-441e-9c0e-9655aa005e34,edb83ebc-95c3-4f26-99b3-0b758a5d08c6,Real Zaragola,⚽,f,65,2026-05-06 22:09:41.932284+00,2026-05-10 17:37:18.508668+00,Espanha
