id,code,category,subcategory,outcome,base_weight,min_minute,max_minute,requires_context,narration_templates,headline_templates,stats_impact,enabled,created_at
135e6adc-945f-4b10-b3fd-0d31e0f8769b,attack.individual_goal,attack,individual,goal,0.20,0,120,{},"{""GOOOL! {minute}' Jogada individual MAGNÍFICA de {player}!"",""{minute}' {player} sai dos dois, finaliza e marca!"",""{minute}' Tudo sozinho! {player} faz um golaço individual!""}","{""{player} brilha sozinho e decide para o {team}""}","{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
36369104-342f-4bc4-9d38-c2c9e9567ef0,attack.through_ball,attack,through_ball,chance,0.8,0,120,{},"{""{minute}' Lançamento em profundidade para {player}!"",""{minute}' Bola enfiada perfeita encontra {player} entre os zagueiros.""}",{},{},t,2026-05-26 01:03:05.371098+00
1ab5b92c-8bc2-4fff-aaa1-433117c5dbed,attack.through_goal,attack,through_ball,goal,0.22,0,120,{},"{""GOL! {minute}' {assist} lança nas costas da defesa e {player} marca!"",""{minute}' Passe açucarado de {assist}, {player} fica cara a cara e não perdoa!""}",{},"{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
94a8386f-5a26-40f3-9bed-ae33622f3d67,attack.infiltration,attack,infiltration,chance,0.7,0,120,{},"{""{minute}' {player} se infiltra pela área!"",""{minute}' Movimentação inteligente de {player} sem bola.""}",{},{},t,2026-05-26 01:03:05.371098+00
469614b6-184b-48a9-a3d2-b4c8f19838de,attack.aerial,attack,aerial,chance,0.7,0,120,{},"{""{minute}' Bola aérea, {player} sobe mais que todos!"",""{minute}' Disputa pelo alto, {player} desvia de cabeça.""}",{},{},t,2026-05-26 01:03:05.371098+00
7262335d-9e70-409e-9601-23d6c7e58306,attack.rebound_goal,attack,rebound,goal,0.15,0,120,{},"{""GOL DO REBOTE! {minute}' {gk} espalma e {player} aproveita!"",""{minute}' No rebote! {player} estava ligado e marcou!""}",{},"{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
8a4e11e8-5758-4899-8348-7785f0119a03,attack.pressing,attack,pressing,chance,0.9,0,120,{},"{""{minute}' {team} pressiona alto, recupera no campo de ataque."",""{minute}' Pressão ofensiva funciona e {player} rouba a bola.""}",{},{},t,2026-05-26 01:03:05.371098+00
995a6bf8-fb69-410e-aecc-e958d119e701,attack.blocked_shot,attack,blocked_shot,flavor,0.8,0,120,{},"{""{minute}' Finalização de {player} travada na pequena área!"",""{minute}' {player} chuta mas a defesa bloqueia no susto.""}",{},"{""shots"": 1}",t,2026-05-26 01:03:05.371098+00
9c812a35-03cd-468b-a056-87edd4c8d6f1,attack.woodwork,attack,woodwork,woodwork,0.20,0,120,{},"{""NA TRAVE! {minute}' {player} acerta a madeira!"",""{minute}' Bola explode no travessão! {player} levou a mão à cabeça."",""{minute}' Quase, quase! {player} carimba o poste!""}",{},"{""shots"": 1}",t,2026-05-26 01:03:05.371098+00
ce46c000-3e79-4c04-8102-f557b530683a,attack.unexpected_goal,attack,unexpected,goal,0.10,0,120,{},"{""GOL INESPERADO! {minute}' Em uma jogada estranha, {player} marca!"",""{minute}' Bola desviou e enganou todo mundo: {player} comemora!""}","{""Lance bizarro decide: gol inesperado de {player}""}","{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
6532c701-0cdb-4a89-8628-f59139eb3ffa,attack.golazo,attack,golazo,goal,0.08,0,120,{},"{""GOLAÇO ESPETACULAR! {minute}' {player} faz um gol para a história!"",""{minute}' QUE GOL! {player} acerta uma pintura inacreditável!"",""{minute}' BIZARRO! {player} marca um golaço de placa!""}","{""Pintura! {player} marca um golaço inesquecível pelo {team}""}","{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
3a927872-6897-47bd-a6b7-8304779b8a5c,attack.howler_miss,attack,howler,shot_off,0.12,0,120,{},"{""{minute}' INCRÍVEL! {player} estava livre e chutou para fora!"",""{minute}' Que falha grotesca de {player}! Mandou pra arquibancada!"",""{minute}' {player} desperdiça gol feito! Inacreditável!""}",{},"{""shots"": 1}",t,2026-05-26 01:03:05.371098+00
48da1118-759b-441b-98c8-102e634ee481,def.tackle,defense,tackle,flavor,1.1,0,120,{},"{""{minute}' Carrinho preciso de {player}, rouba a bola limpa!"",""{minute}' {player} entra de carrinho e desarma sem falta.""}",{},{},t,2026-05-26 01:03:05.371098+00
5f5b0077-52be-4cc9-b4a6-450bae3ae2df,def.tackle_foul,defense,tackle,foul,0.6,0,120,{},"{""{minute}' Carrinho duro de {player}, juiz marca falta."",""{minute}' Entrada forte de {player}, perigosa.""}",{},"{""fouls"": 1}",t,2026-05-26 01:03:05.371098+00
7771b737-315d-49c5-817a-24d6e338a74c,def.interception,defense,interception,flavor,1.0,0,120,{},"{""{minute}' {player} intercepta o passe e organiza a saída."",""{minute}' Leitura perfeita de {player}, rouba no meio.""}",{},{},t,2026-05-26 01:03:05.371098+00
e1792a6c-6133-465f-bbba-26c663e3ad60,def.decisive_clearance,defense,clearance,flavor,0.9,0,120,{},"{""{minute}' Corte providencial de {player} antes do chute!"",""{minute}' {player} salva o que era gol certo!""}",{},{},t,2026-05-26 01:03:05.371098+00
ac823d21-25f5-4a3d-be62-8c8604d78d8a,def.high_line,defense,high_line,flavor,0.6,0,120,{},"{""{minute}' Linha alta do {team} funciona, deixa o atacante em impedimento."",""{minute}' Bandeira sobe! Linha defensiva do {team} bem ajustada.""}",{},"{""offsides"": 1}",t,2026-05-26 01:03:05.371098+00
b7a74249-230f-4b11-a16f-af2e30216b3e,def.error_goal,defense,error,goal,0.18,0,120,{},"{""GOL! {minute}' Erro defensivo de {player} entrega o gol para o adversário!"",""{minute}' Que falha do zagueiro! {player} se complica e o rival agradece!""}","{""Falha defensiva de {player} pesa no resultado""}","{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
c406cc63-cb96-405a-ab64-c4b615de94d2,def.defender_blunder,defense,blunder,flavor,0.25,0,120,{},"{""{minute}' Recuo errado de {player}, quase entrega para o atacante!"",""{minute}' {player} se atrapalha na saída, sorte que {gk} resolveu.""}",{},{},t,2026-05-26 01:03:05.371098+00
782db64b-f7f8-4092-a76b-13298e16c39d,def.miracle_block,defense,miracle,flavor,0.30,0,120,{},"{""{minute}' BLOQUEIO MILAGROSO de {player}!"",""{minute}' Salvou o time! {player} se joga e tira a bola da linha!""}","{""{player} salva o {team} com bloqueio milagroso""}",{},t,2026-05-26 01:03:05.371098+00
1acc09ff-0543-443e-861d-7607913507e7,def.aerial_clearance,defense,aerial,flavor,0.7,0,120,{},"{""{minute}' {player} sobe firme e afasta de cabeça."",""{minute}' Domínio aéreo de {player} pela zaga.""}",{},{},t,2026-05-26 01:03:05.371098+00
32bb97b3-f10b-4257-8186-80c2e7df2e65,def.pressing_mark,defense,pressing,flavor,0.7,0,120,{},"{""{minute}' {team} marca por pressão, dificulta a saída adversária."",""{minute}' Marcação asfixiante do {team} sufoca o ataque.""}",{},{},t,2026-05-26 01:03:05.371098+00
0a1c209d-db47-4866-b3ce-6e8c4548a776,mid.possession,midfield,possession,flavor,1.0,0,120,{},"{""{minute}' {team} mantém a posse, troca passes no meio."",""{minute}' Bola rolando com {player}, controle absoluto.""}",{},"{""possession"": 1}",t,2026-05-26 01:03:05.371098+00
05662595-6465-44aa-a011-790fed1d1894,mid.slow_tempo,midfield,tempo,flavor,0.6,0,120,{},"{""{minute}' Jogo cadenciado, {team} segura o ritmo."",""{minute}' Ritmo mais lento, {player} segura a bola para esfriar.""}",{},{},t,2026-05-26 01:03:05.371098+00
765e785a-1cc5-4c86-8c35-57510099a727,mid.bad_pass,midfield,bad_pass,flavor,0.9,0,120,{},"{""{minute}' Passe errado de {player}, entrega a posse."",""{minute}' Atrapalhou-se: {player} passa errado no meio.""}",{},{},t,2026-05-26 01:03:05.371098+00
3a8953f1-34d4-4f55-88c9-e7b27ffa09e1,mid.playmaker_shine,midfield,playmaker,chance,0.7,0,120,{},"{""{minute}' {player} pinta no meio, distribui e organiza o jogo."",""{minute}' Que partida do meia armador {player}! Inspirado.""}","{""{player} comanda o meio-campo do {team}""}",{},t,2026-05-26 01:03:05.371098+00
dca60dc2-c440-4c41-96ad-671b0c81573b,mid.lose_control,midfield,control_loss,flavor,0.6,0,120,{},"{""{minute}' {team} perde o controle do meio, adversário cresce."",""{minute}' Meio-campo do {team} desorganizado nesse momento.""}",{},{},t,2026-05-26 01:03:05.371098+00
c698cdb2-d29c-4998-87f8-91a665b0ee1e,mid.creative_chance,midfield,creation,chance,0.8,0,120,{},"{""{minute}' {player} cria do nada e abre o jogo!"",""{minute}' Lance de criatividade: {player} pensa diferente.""}",{},{},t,2026-05-26 01:03:05.371098+00
4b9f643d-0f64-4b4b-b588-0b18fb5f9b08,gk.save_easy,goalkeeper,save,save,1.0,0,120,{},"{""{minute}' {gk} faz a defesa sem maiores problemas."",""{minute}' Bola nas mãos de {gk}, sem sustos.""}",{},"{""saves"": 1}",t,2026-05-26 01:03:05.371098+00
37ce615a-51b0-434f-88cc-305c5b5d2bea,gk.save_close_range,goalkeeper,save,save,0.4,0,120,{},"{""{minute}' DEFESAÇA de {gk} à queima-roupa!"",""{minute}' {gk} salva de perto! Reflexo impressionante!""}",{},"{""saves"": 1}",t,2026-05-26 01:03:05.371098+00
27db29a5-f0c9-47fb-9950-61b98bbb8165,gk.miracle_save,goalkeeper,miracle,save,0.25,0,120,{},"{""{minute}' DEFESA MILAGROSA de {gk}! Salvou o {team}!"",""{minute}' Que defesa! {gk} faz milagre e segura o resultado!""}","{""{gk} salva o {team} com defesa milagrosa""}","{""saves"": 1}",t,2026-05-26 01:03:05.371098+00
a5ce7e37-efeb-4094-a0c2-cb051ade684d,gk.penalty_save,goalkeeper,penalty_save,save,0.5,0,120,"{""penalty"": true}","{""{minute}' DEFENDEU! {gk} pega o pênalti e leva o {team} à loucura!"",""{minute}' PEGOU! {gk} adivinha o canto e defende a cobrança!""}","{""{gk} heroico: defende pênalti e garante o {team}""}","{""saves"": 1}",t,2026-05-26 01:03:05.371098+00
bfdd8f33-7229-4619-aad5-188f3e2761e4,gk.howler,goalkeeper,howler,goal,0.10,0,120,{},"{""FRANGO! {minute}' {gk} aceita um chute fácil, bola entra mansa!"",""{minute}' Que vacilo de {gk}! A bola escorrega por baixo do corpo!""}","{""Frangaço de {gk} pesa para o {team}""}","{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
7bbda936-55ab-4832-a74b-8ce1509c6c6b,gk.quick_throw,goalkeeper,distribution,flavor,0.6,0,120,{},"{""{minute}' Reposição rápida de {gk} arma contra-ataque."",""{minute}' {gk} lança rápido, surpreende a marcação.""}",{},{},t,2026-05-26 01:03:05.371098+00
cec0adbe-94ed-418a-b467-f1a68738410c,gk.bad_exit,goalkeeper,bad_exit,flavor,0.25,0,120,{},"{""{minute}' Saída errada de {gk}, defesa precisa salvar!"",""{minute}' {gk} se atrapalha ao sair do gol!""}",{},{},t,2026-05-26 01:03:05.371098+00
2488923a-f405-4d0d-a8c9-f1f72aa1deb9,gk.legendary,goalkeeper,legendary,save,0.15,60,120,{},"{""{minute}' ATUAÇÃO LENDÁRIA de {gk}! Mais uma defesa absurda!"",""{minute}' {gk} está jogando MUITO! Defesa após defesa!""}","{""{gk} faz partida histórica no gol do {team}""}","{""saves"": 1}",t,2026-05-26 01:03:05.371098+00
084ab4e2-5a0b-472f-a64c-808f42ebedef,special.crowd_hype,special,crowd,flavor,0.5,0,120,"{""crowd_pressure_gte"": 0.7}","{""{minute}' Torcida do {team} inflama o time! Estádio fervendo!"",""{minute}' A torcida empurra! Cântico ensurdecedor no estádio!""}",{},{},t,2026-05-26 01:03:05.371098+00
709f5e22-c2dd-4f86-b804-a164775b4fb9,special.boo,special,boo,flavor,0.4,30,120,"{""morale_lt"": 40}","{""{minute}' Torcida vaia o {team}, clima pesado!"",""{minute}' Vaias na arquibancada, paciência se esgotando.""}",{},{},t,2026-05-26 01:03:05.371098+00
f62cc207-c3d2-4aee-a3bf-cc38d7f9219b,special.weather,special,weather,flavor,0.3,0,120,"{""weather_any"": true}","{""{minute}' Chuva forte atrapalha a troca de passes!"",""{minute}' Vento no estádio dificulta os cruzamentos."",""{minute}' Gramado pesado: bola não corre como deveria.""}",{},{},t,2026-05-26 01:03:05.371098+00
4d2efaba-99db-4131-8ef7-e301bd46402e,special.nervous,special,nervous,foul,0.3,0,120,{},"{""{minute}' {player} nervoso em campo, comete falta boba."",""{minute}' Cabeça quente: {player} reclama com o juiz.""}",{},"{""fouls"": 1}",t,2026-05-26 01:03:05.371098+00
f12e0d21-13f5-40d7-a209-6794ad01266d,special.inspired,special,inspired,chance,0.4,0,120,"{""morale_gte"": 80}","{""{minute}' {player} inspirado! Joga muito hoje!"",""{minute}' Que noite de {player}! Está em outro nível!""}",{},{},t,2026-05-26 01:03:05.371098+00
ab5957dc-998f-4c08-a9d0-9aaf9561604b,special.in_match_injury,special,injury,injury,0.18,0,120,{},"{""{minute}' {player} cai no gramado! Pode estar lesionado."",""{minute}' Departamento médico em campo: {player} sente dores.""}","{""{player} sai lesionado e preocupa o {team}""}","{""injuries"": 1}",t,2026-05-26 01:03:05.371098+00
9b34c99b-36ff-43dc-b15c-8f79f3428b56,special.dissent_card,special,card,card,0.35,0,120,{},"{""{minute}' Cartão amarelo para {player} por reclamação!"",""{minute}' {player} discute com o juiz e leva o amarelo.""}",{},"{""cards_yellow"": 1}",t,2026-05-26 01:03:05.371098+00
d38071a2-44d6-4246-b4be-516d0a6f213e,special.brawl,special,brawl,foul,0.15,30,120,{},"{""{minute}' Confusão generalizada em campo! Jogadores se empurram!"",""{minute}' Briga feia! Juiz precisa separar a confusão!""}","{""Confusão marca jogo entre {team} e adversário""}","{""fouls"": 2, ""cards_yellow"": 1}",t,2026-05-26 01:03:05.371098+00
d6223136-7074-45db-b972-9cbb6df3e491,special.var_disallowed,special,var,flavor,0.20,0,120,{},"{""{minute}' VAR anula o gol! {player} estava em impedimento!"",""{minute}' Após revisão, o juiz invalida o lance!""}","{""VAR anula gol e muda o rumo da partida""}","{""offsides"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
a76a7d52-93cf-43b9-806a-f4bc922a6f4a,special.last_minute_winner,special,last_minute,goal,0.35,88,120,{},"{""GOL NO ÚLTIMO MINUTO! {minute}' {player} marca e leva o {team} à loucura!"",""{minute}' NO FIM! {player} aparece para decidir!""}","{""{player} marca no apagar das luzes e decide para o {team}""}","{""shots"": 1, ""shots_on"": 1}",t,2026-05-26 01:03:05.371098+00
367f40d4-32da-4dda-9794-7f22043a90a8,special.dramatic_stoppage,special,stoppage,flavor,0.4,88,120,{},"{""{minute}' Acréscimos dramáticos! Cinco minutos para tudo acontecer!"",""{minute}' Jogo eletrizante nos minutos finais!""}",{},{},t,2026-05-26 01:03:05.371098+00
df8b8f2c-9517-4a40-81f5-56c13d684fd7,special.comeback,special,comeback,flavor,0.20,60,120,{},"{""{minute}' {team} cresce no jogo e busca virada histórica!"",""{minute}' Reação espetacular do {team}!""}","{""Virada histórica! {team} reage e leva o resultado""}",{},t,2026-05-26 01:03:05.371098+00
7808142a-430d-4e2d-87ad-0f9df05db121,special.upset,special,upset,flavor,0.15,70,120,"{""underdog"": true}","{""{minute}' ZEBRA! {team} segura o resultado contra o favorito!"",""{minute}' Zebra no ar! O {team} surpreende!""}","{""Zebra! {team} surpreende e vence o favorito""}",{},t,2026-05-26 01:03:05.371098+00
39d901a8-62d4-404a-a46b-5103698a5b60,special.dominance,special,dominance,flavor,0.5,20,120,{},"{""{minute}' {team} domina completamente as ações!"",""{minute}' Não tem para ninguém! {team} controla o jogo.""}","{""{team} dá show e domina o adversário""}",{},t,2026-05-26 01:03:05.371098+00
caebb483-867e-47dd-adb1-f2843d881015,special.scrappy,special,scrappy,flavor,0.5,0,120,{},"{""{minute}' Jogo truncado, muitas faltas no meio!"",""{minute}' Partida feia, equipes erram passes simples.""}",{},"{""fouls"": 1}",t,2026-05-26 01:03:05.371098+00
88cbb21b-5ee3-4b69-a018-18f886fcd629,special.fatigue,special,fatigue,flavor,0.6,65,120,"{""low_stamina"": true}","{""{minute}' Desgaste físico aparece, ritmo cai bastante."",""{minute}' Jogadores cansados, partida fica mais lenta.""}",{},{},t,2026-05-26 01:03:05.371098+00
